f;i;t;demand
95;328;38;1
99;363;38;2
103;83;38;1
104;83;38;3
105;329;38;2
107;203;38;1
108;197;38;1
110;176;38;3
111;204;38;1
113;173;38;1
114;195;38;1
118;264;38;15
119;275;38;6
120;243;38;10
125;423;38;4
126;416;38;1
128;315;38;2
131;398;38;1
133;389;38;2
135;397;38;3
139;34;38;1
140;31;38;1
141;34;38;1
145;19;38;1
148;42;38;2
150;64;38;1
151;60;38;5
152;224;38;2
153;205;38;3
157;207;38;1
158;215;38;1
159;224;38;4
160;221;38;1
161;231;38;1
163;434;38;1
164;434;38;2
165;431;38;1
167;431;38;2
2;325;39;14
3;143;39;13
4;324;39;18
5;134;39;14
6;135;39;11
7;320;39;13
8;318;39;16
9;323;39;18
19;120;39;1
20;135;39;1
22;128;39;2
26;117;39;1
28;113;39;1
30;101;39;1
32;107;39;3
34;88;39;1
40;104;39;1
41;113;39;1
46;107;39;1
49;115;39;1
54;93;39;1
56;84;39;1
59;107;39;1
61;101;39;10
62;202;39;1
63;305;39;2
65;302;39;1
68;303;39;1
69;139;39;1
71;25;39;1
72;347;39;1
74;136;39;1
84;326;39;1
89;75;39;1
96;282;39;1
98;75;39;2
99;363;39;2
100;85;39;1
102;119;39;1
105;329;39;2
108;197;39;3
111;204;39;2
114;195;39;2
115;273;39;1
118;264;39;10
119;275;39;18
120;243;39;12
121;415;39;1
124;270;39;1
125;423;39;1
126;416;39;2
128;315;39;4
129;111;39;1
130;388;39;1
132;380;39;1
136;325;39;1
141;34;39;1
144;1;39;2
145;19;39;1
146;21;39;3
148;42;39;1
149;70;39;1
151;60;39;4
153;205;39;1
156;216;39;1
159;224;39;1
160;221;39;1
161;231;39;2
163;434;39;1
164;434;39;2
165;431;39;1
167;431;39;1
1;114;40;1
2;325;40;9
3;143;40;8
4;324;40;6
5;134;40;10
6;135;40;18
7;320;40;5
8;318;40;11
9;323;40;16
14;141;40;1
15;134;40;1
16;124;40;3
18;140;40;1
20;135;40;2
25;129;40;2
27;99;40;1
33;90;40;1
34;88;40;1
35;83;40;1
40;104;40;1
41;113;40;2
50;85;40;1
51;105;40;2
53;108;40;1
55;98;40;1
58;88;40;1
61;101;40;18
62;202;40;2
67;248;40;3
70;45;40;1
75;349;40;3
79;331;40;1
85;231;40;1
86;232;40;3
87;224;40;1
90;355;40;1
92;333;40;1
95;328;40;1
98;75;40;1
99;363;40;2
106;197;40;1
108;197;40;2
109;201;40;2
111;204;40;3
112;189;40;1
115;273;40;1
116;235;40;1
118;264;40;13
119;275;40;10
120;243;40;13
123;112;40;1
124;270;40;2
125;423;40;1
126;416;40;1
127;423;40;3
128;315;40;1
131;398;40;1
135;397;40;2
137;37;40;1
141;34;40;1
145;19;40;1
148;42;40;4
157;207;40;2
158;215;40;1
159;224;40;1
160;221;40;2
161;231;40;3
162;434;40;1
164;434;40;2
167;431;40;1
2;325;41;16
3;143;41;15
4;324;41;12
5;134;41;10
6;135;41;9
7;320;41;12
8;318;41;11
9;323;41;9
10;121;41;1
17;132;41;1
18;140;41;1
19;120;41;2
21;100;41;1
24;95;41;1
26;117;41;1
30;101;41;2
36;113;41;1
37;93;41;1
39;107;41;1
40;104;41;1
41;113;41;1
43;85;41;1
45;113;41;1
46;107;41;1
50;85;41;1
53;108;41;1
54;93;41;1
61;101;41;11
62;202;41;1
67;248;41;1
72;347;41;1
73;26;41;1
74;136;41;1
75;349;41;1
82;337;41;2
84;326;41;1
89;75;41;1
95;328;41;1
100;85;41;2
104;83;41;1
105;329;41;3
108;197;41;3
109;201;41;2
110;176;41;2
111;204;41;2
113;173;41;1
114;195;41;2
118;264;41;4
119;275;41;10
120;243;41;12
125;423;41;1
126;416;41;2
127;423;41;2
128;315;41;1
129;111;41;1
131;398;41;2
133;389;41;1
135;397;41;1
136;325;41;2
140;31;41;2
146;21;41;1
149;70;41;1
150;64;41;2
151;60;41;2
154;208;41;1
155;219;41;1
158;215;41;1
159;224;41;3
160;221;41;4
162;434;41;1
163;434;41;1
164;434;41;3
167;431;41;3
2;325;42;17
3;143;42;16
4;324;42;17
5;134;42;12
6;135;42;18
7;320;42;11
8;318;42;9
9;323;42;11
10;121;42;2
12;117;42;1
13;127;42;1
18;140;42;1
20;135;42;1
26;117;42;1
30;101;42;1
40;104;42;1
46;107;42;1
47;109;42;1
48;100;42;1
51;105;42;1
52;105;42;3
58;88;42;2
59;107;42;1
61;101;42;9
65;302;42;1
66;204;42;1
73;26;42;1
74;136;42;1
78;338;42;1
79;331;42;1
81;79;42;1
89;75;42;3
90;355;42;1
93;223;42;1
99;363;42;2
101;119;42;1
105;329;42;1
107;203;42;2
108;197;42;3
109;201;42;2
110;176;42;2
111;204;42;1
116;235;42;1
118;264;42;12
119;275;42;10
120;243;42;19
125;423;42;1
126;416;42;3
128;315;42;5
129;111;42;1
134;394;42;1
136;325;42;1
139;34;42;1
143;10;42;1
146;21;42;1
147;145;42;1
150;64;42;1
151;60;42;1
160;221;42;1
162;434;42;1
163;434;42;1
164;434;42;1
167;431;42;2
2;325;43;3
3;143;43;4
4;324;43;3
5;134;43;3
6;135;43;3
9;323;43;5
26;117;43;1
48;100;43;1
55;98;43;1
61;101;43;5
66;204;43;1
74;136;43;1
75;349;43;1
78;338;43;1
87;224;43;1
99;363;43;1
105;329;43;1
114;195;43;2
118;264;43;4
119;275;43;1
120;243;43;2
135;397;43;1
136;325;43;1
143;10;43;1
151;60;43;1
164;434;43;1
167;431;43;1
2;325;44;3
3;143;44;4
4;324;44;6
5;134;44;4
6;135;44;6
7;320;44;1
8;318;44;9
9;323;44;1
41;113;44;1
52;105;44;1
61;101;44;2
74;136;44;1
75;349;44;1
81;79;44;1
94;280;44;1
100;85;44;1
109;201;44;1
114;195;44;1
118;264;44;7
119;275;44;3
120;243;44;5
126;416;44;1
127;423;44;1
141;34;44;1
143;10;44;1
146;21;44;1
160;221;44;1
163;434;44;1
2;325;45;2
3;143;45;4
4;324;45;4
5;134;45;5
6;135;45;2
7;320;45;4
8;318;45;5
9;323;45;6
10;121;45;1
30;101;45;2
31;91;45;1
37;93;45;1
42;111;45;1
61;101;45;4
72;347;45;1
76;327;45;1
81;79;45;1
93;223;45;1
99;363;45;1
100;85;45;1
104;83;45;1
110;176;45;1
111;204;45;1
112;189;45;1
118;264;45;5
119;275;45;4
120;243;45;4
127;423;45;1
151;60;45;1
167;431;45;1
4;324;46;1
61;101;46;1
118;264;46;1
120;243;46;1
3;143;47;1
7;320;47;1
70;45;47;1
4;324;48;1
5;134;48;1
6;135;48;1
7;320;48;1
26;117;48;1
118;264;48;2
129;111;48;1
138;29;48;1
148;42;48;1
3;143;49;1
5;134;49;1
7;320;49;1
8;318;49;2
9;323;49;1
74;136;49;1
118;264;49;1
163;434;49;1
164;434;49;1
4;324;50;1
61;101;50;1
118;264;50;1
128;315;50;1
144;1;50;1
2;325;51;1
3;143;51;2
4;324;51;1
9;323;51;1
13;127;51;1
20;135;51;1
61;101;51;1
5;134;52;2
7;320;52;1
8;318;52;1
31;91;52;1
48;100;52;1
117;258;52;1
119;275;52;1
120;243;52;1
151;60;52;1
2;325;53;9
3;143;53;11
4;324;53;10
5;134;53;4
6;135;53;7
7;320;53;2
8;318;53;7
9;323;53;9
12;117;53;1
25;129;53;1
28;113;53;1
30;101;53;2
37;93;53;1
40;104;53;1
42;111;53;1
44;109;53;1
45;113;53;1
52;105;53;1
53;108;53;1
55;98;53;1
61;101;53;7
71;25;53;1
72;347;53;1
74;136;53;2
77;337;53;1
79;331;53;1
94;280;53;1
96;282;53;1
99;363;53;2
101;119;53;2
104;83;53;1
108;197;53;2
109;201;53;1
110;176;53;2
111;204;53;1
112;189;53;1
118;264;53;6
119;275;53;11
120;243;53;9
121;415;53;1
125;423;53;2
126;416;53;1
127;423;53;1
128;315;53;2
129;111;53;4
134;394;53;1
138;29;53;1
149;70;53;2
151;60;53;1
154;208;53;1
157;207;53;1
158;215;53;1
159;224;53;1
160;221;53;2
161;231;53;2
162;434;53;2
163;434;53;2
2;325;54;7
3;143;54;4
4;324;54;9
5;134;54;11
6;135;54;13
7;320;54;7
8;318;54;7
9;323;54;8
12;117;54;1
13;127;54;1
16;124;54;1
19;120;54;1
21;100;54;2
26;117;54;1
47;109;54;1
48;100;54;1
52;105;54;1
54;93;54;1
57;83;54;1
60;108;54;1
61;101;54;9
71;25;54;1
74;136;54;4
75;349;54;1
81;79;54;1
87;224;54;2
91;76;54;1
94;280;54;1
99;363;54;2
105;329;54;1
106;197;54;1
108;197;54;1
109;201;54;1
110;176;54;1
111;204;54;2
114;195;54;2
118;264;54;6
119;275;54;9
120;243;54;9
126;416;54;1
127;423;54;2
128;315;54;1
129;111;54;1
131;398;54;1
135;397;54;1
138;29;54;1
144;1;54;1
145;19;54;1
146;21;54;1
150;64;54;1
151;60;54;1
153;205;54;1
154;208;54;1
155;219;54;1
158;215;54;1
162;434;54;1
163;434;54;1
164;434;54;1
165;431;54;2
2;325;55;10
3;143;55;9
4;324;55;9
5;134;55;10
6;135;55;7
7;320;55;7
8;318;55;13
9;323;55;8
10;121;55;2
11;100;55;1
12;117;55;1
32;107;55;1
43;85;55;1
47;109;55;1
53;108;55;1
54;93;55;1
59;107;55;1
61;101;55;7
65;302;55;1
67;248;55;1
75;349;55;1
78;338;55;1
85;231;55;1
89;75;55;1
90;355;55;1
91;76;55;1
93;223;55;1
95;328;55;1
104;83;55;1
105;329;55;1
107;203;55;1
109;201;55;1
110;176;55;2
113;173;55;1
114;195;55;2
118;264;55;4
119;275;55;8
120;243;55;10
124;270;55;1
125;423;55;2
126;416;55;3
127;423;55;1
135;397;55;2
136;325;55;3
138;29;55;1
142;32;55;1
146;21;55;1
149;70;55;1
151;60;55;2
153;205;55;2
154;208;55;1
159;224;55;1
160;221;55;1
161;231;55;1
162;434;55;1
164;434;55;2
167;431;55;3
1;114;56;1
2;325;56;13
3;143;56;13
4;324;56;18
5;134;56;12
6;135;56;18
7;320;56;20
8;318;56;16
9;323;56;19
17;132;56;1
25;129;56;1
26;117;56;3
30;101;56;2
31;91;56;1
32;107;56;1
35;83;56;1
37;93;56;1
38;107;56;1
40;104;56;1
42;111;56;1
47;109;56;1
54;93;56;2
61;101;56;16
62;202;56;2
63;305;56;4
64;244;56;1
66;204;56;1
67;248;56;1
68;303;56;1
73;26;56;1
74;136;56;3
76;327;56;1
77;337;56;1
82;337;56;1
83;75;56;1
86;232;56;1
88;333;56;1
89;75;56;1
92;333;56;1
93;223;56;1
96;282;56;1
97;329;56;2
99;363;56;2
100;85;56;1
104;83;56;2
105;329;56;2
106;197;56;1
107;203;56;1
110;176;56;1
111;204;56;5
114;195;56;2
115;273;56;1
116;235;56;1
118;264;56;13
119;275;56;18
120;243;56;16
125;423;56;3
126;416;56;1
127;423;56;4
128;315;56;2
129;111;56;1
130;388;56;1
131;398;56;1
134;394;56;1
135;397;56;2
136;325;56;2
139;34;56;1
141;34;56;1
142;32;56;1
143;10;56;1
144;1;56;1
146;21;56;1
150;64;56;1
151;60;56;1
152;224;56;1
156;216;56;3
159;224;56;3
160;221;56;2
161;231;56;1
162;434;56;3
163;434;56;3
164;434;56;1
167;431;56;4
2;325;57;19
3;143;57;16
4;324;57;12
5;134;57;23
6;135;57;16
7;320;57;17
8;318;57;12
9;323;57;12
10;121;57;1
11;100;57;1
13;127;57;1
14;141;57;1
15;134;57;2
21;100;57;1
26;117;57;1
27;99;57;1
29;108;57;1
30;101;57;1
31;91;57;1
33;90;57;1
35;83;57;1
45;113;57;1
46;107;57;1
49;115;57;1
50;85;57;2
59;107;57;2
61;101;57;20
66;204;57;1
67;248;57;1
68;303;57;1
71;25;57;1
73;26;57;1
75;349;57;2
77;337;57;1
80;337;57;1
81;79;57;1
82;337;57;1
86;232;57;1
92;333;57;1
93;223;57;1
97;329;57;1
98;75;57;1
101;119;57;2
104;83;57;3
105;329;57;1
108;197;57;2
109;201;57;1
110;176;57;1
111;204;57;3
112;189;57;1
114;195;57;2
116;235;57;1
118;264;57;17
119;275;57;9
120;243;57;20
124;270;57;1
125;423;57;3
126;416;57;1
127;423;57;3
129;111;57;2
130;388;57;2
131;398;57;1
132;380;57;1
133;389;57;1
136;325;57;5
138;29;57;1
144;1;57;1
146;21;57;1
148;42;57;1
152;224;57;1
153;205;57;2
159;224;57;3
161;231;57;1
162;434;57;2
163;434;57;1
164;434;57;1
166;431;57;1
167;431;57;2
1;114;58;1
2;325;58;15
3;143;58;24
4;324;58;16
5;134;58;13
6;135;58;15
7;320;58;22
8;318;58;16
9;323;58;12
11;100;58;2
12;117;58;1
17;132;58;2
24;95;58;1
25;129;58;1
27;99;58;1
28;113;58;1
32;107;58;1
37;93;58;2
38;107;58;1
39;107;58;2
42;111;58;1
47;109;58;2
58;88;58;2
59;107;58;1
60;108;58;1
61;101;58;14
64;244;58;1
65;302;58;1
69;139;58;1
73;26;58;1
74;136;58;3
75;349;58;3
80;337;58;1
81;79;58;1
83;75;58;2
86;232;58;1
87;224;58;1
88;333;58;1
90;355;58;1
92;333;58;1
93;223;58;2
94;280;58;1
99;363;58;5
101;119;58;1
102;119;58;3
103;83;58;1
105;329;58;2
107;203;58;1
110;176;58;3
111;204;58;2
112;189;58;1
113;173;58;1
114;195;58;2
118;264;58;18
119;275;58;17
120;243;58;20
122;276;58;1
123;112;58;1
124;270;58;2
125;423;58;4
126;416;58;3
127;423;58;3
128;315;58;2
129;111;58;2
132;380;58;2
135;397;58;1
136;325;58;1
137;37;58;1
139;34;58;1
140;31;58;1
141;34;58;1
146;21;58;3
148;42;58;3
154;208;58;1
156;216;58;1
157;207;58;1
158;215;58;1
159;224;58;4
160;221;58;3
161;231;58;2
162;434;58;3
163;434;58;2
164;434;58;3
167;431;58;1
1;114;59;1
2;325;59;20
3;143;59;17
4;324;59;17
5;134;59;12
6;135;59;14
7;320;59;16
8;318;59;18
9;323;59;15
15;134;59;2
17;132;59;1
18;140;59;1
19;120;59;1
20;135;59;1
21;100;59;2
22;128;59;2
23;132;59;1
24;95;59;1
26;117;59;2
31;91;59;1
32;107;59;1
35;83;59;1
36;113;59;1
40;104;59;1
41;113;59;1
42;111;59;1
45;113;59;1
47;109;59;1
53;108;59;1
59;107;59;1
61;101;59;17
62;202;59;1
64;244;59;1
67;248;59;1
69;139;59;1
72;347;59;1
74;136;59;2
75;349;59;4
76;327;59;1
88;333;59;1
89;75;59;1
92;333;59;1
95;328;59;1
97;329;59;1
98;75;59;1
101;119;59;2
104;83;59;2
105;329;59;1
108;197;59;1
109;201;59;2
110;176;59;2
111;204;59;4
113;173;59;2
114;195;59;1
118;264;59;23
119;275;59;20
120;243;59;13
121;415;59;2
122;276;59;1
125;423;59;1
126;416;59;4
128;315;59;4
129;111;59;3
130;388;59;1
135;397;59;1
136;325;59;4
143;10;59;1
146;21;59;5
147;145;59;1
148;42;59;2
149;70;59;1
151;60;59;1
155;219;59;1
156;216;59;1
158;215;59;2
159;224;59;2
161;231;59;2
162;434;59;2
163;434;59;2
164;434;59;1
165;431;59;1
2;325;60;13
3;143;60;14
4;324;60;15
5;134;60;14
6;135;60;15
7;320;60;18
8;318;60;14
9;323;60;10
13;127;60;1
15;134;60;1
19;120;60;1
21;100;60;1
23;132;60;2
26;117;60;4
28;113;60;1
29;108;60;1
30;101;60;1
32;107;60;1
34;88;60;1
35;83;60;1
41;113;60;1
44;109;60;1
46;107;60;2
48;100;60;1
51;105;60;3
61;101;60;23
63;305;60;1
64;244;60;1
69;139;60;1
71;25;60;1
74;136;60;2
75;349;60;2
76;327;60;2
77;337;60;1
83;75;60;1
89;75;60;2
94;280;60;1
96;282;60;1
98;75;60;1
99;363;60;2
100;85;60;1
101;119;60;1
102;119;60;2
105;329;60;2
106;197;60;1
108;197;60;3
109;201;60;2
110;176;60;3
111;204;60;1
114;195;60;1
117;258;60;2
118;264;60;12
119;275;60;14
120;243;60;13
121;415;60;1
123;112;60;1
125;423;60;3
127;423;60;3
128;315;60;3
129;111;60;2
130;388;60;1
135;397;60;6
136;325;60;5
139;34;60;1
141;34;60;1
143;10;60;1
146;21;60;2
148;42;60;3
151;60;60;1
155;219;60;1
157;207;60;1
159;224;60;2
160;221;60;3
161;231;60;2
163;434;60;6
164;434;60;1
167;431;60;1
1;114;61;1
2;325;61;17
3;143;61;14
4;324;61;18
5;134;61;15
6;135;61;12
7;320;61;19
8;318;61;19
9;323;61;19
12;117;61;1
14;141;61;1
16;124;61;1
24;95;61;1
26;117;61;1
29;108;61;1
31;91;61;1
36;113;61;1
37;93;61;1
38;107;61;1
39;107;61;3
42;111;61;1
48;100;61;1
56;84;61;1
57;83;61;2
58;88;61;2
61;101;61;15
62;202;61;1
63;305;61;1
64;244;61;1
69;139;61;1
70;45;61;1
71;25;61;1
73;26;61;1
74;136;61;2
75;349;61;2
78;338;61;1
79;331;61;1
82;337;61;2
86;232;61;1
87;224;61;1
92;333;61;2
98;75;61;1
99;363;61;2
101;119;61;1
103;83;61;1
104;83;61;1
105;329;61;1
108;197;61;3
109;201;61;1
110;176;61;4
111;204;61;1
112;189;61;1
114;195;61;3
115;273;61;2
116;235;61;1
118;264;61;27
119;275;61;14
120;243;61;15
121;415;61;1
122;276;61;1
125;423;61;1
126;416;61;4
127;423;61;1
128;315;61;1
129;111;61;2
133;389;61;1
134;394;61;1
135;397;61;2
136;325;61;4
137;37;61;2
140;31;61;1
143;10;61;2
145;19;61;1
146;21;61;2
147;145;61;1
148;42;61;1
149;70;61;1
150;64;61;1
151;60;61;2
152;224;61;1
154;208;61;1
156;216;61;1
158;215;61;1
159;224;61;3
160;221;61;3
161;231;61;4
162;434;61;3
163;434;61;3
164;434;61;3
165;431;61;1
167;431;61;4
1;114;62;1
2;325;62;21
3;143;62;18
4;324;62;15
5;134;62;23
6;135;62;19
7;320;62;19
8;318;62;13
9;323;62;14
13;127;62;1
16;124;62;1
20;135;62;1
23;132;62;1
25;129;62;1
29;108;62;1
30;101;62;1
34;88;62;1
36;113;62;1
37;93;62;1
41;113;62;1
42;111;62;1
43;85;62;1
48;100;62;1
50;85;62;2
52;105;62;1
53;108;62;1
56;84;62;1
59;107;62;1
61;101;62;11
65;302;62;1
66;204;62;1
67;248;62;1
71;25;62;1
72;347;62;1
74;136;62;4
75;349;62;2
76;327;62;1
78;338;62;1
79;331;62;1
84;326;62;1
88;333;62;1
90;355;62;1
91;76;62;1
93;223;62;1
97;329;62;1
99;363;62;4
102;119;62;1
104;83;62;3
105;329;62;3
107;203;62;1
108;197;62;2
109;201;62;1
110;176;62;2
111;204;62;3
114;195;62;1
116;235;62;1
117;258;62;1
118;264;62;13
119;275;62;12
120;243;62;14
122;276;62;1
123;112;62;1
125;423;62;4
126;416;62;1
127;423;62;4
128;315;62;1
129;111;62;5
130;388;62;1
131;398;62;1
132;380;62;2
133;389;62;2
135;397;62;2
136;325;62;4
138;29;62;1
140;31;62;1
146;21;62;3
148;42;62;4
150;64;62;1
155;219;62;1
159;224;62;1
160;221;62;5
161;231;62;4
162;434;62;5
163;434;62;3
166;431;62;1
167;431;62;2
2;325;63;19
3;143;63;17
4;324;63;25
5;134;63;25
6;135;63;16
7;320;63;16
8;318;63;14
9;323;63;10
10;121;63;2
12;117;63;1
13;127;63;1
17;132;63;1
18;140;63;1
20;135;63;1
22;128;63;1
23;132;63;1
26;117;63;1
37;93;63;1
39;107;63;1
45;113;63;1
47;109;63;1
51;105;63;2
55;98;63;2
57;83;63;1
61;101;63;17
62;202;63;1
64;244;63;3
65;302;63;1
68;303;63;1
72;347;63;1
73;26;63;1
74;136;63;3
75;349;63;2
76;327;63;1
78;338;63;1
79;331;63;1
81;79;63;1
82;337;63;1
85;231;63;1
86;232;63;3
93;223;63;1
94;280;63;1
95;328;63;1
99;363;63;2
100;85;63;1
105;329;63;1
108;197;63;2
109;201;63;1
110;176;63;2
111;204;63;2
114;195;63;3
118;264;63;14
119;275;63;20
120;243;63;21
122;276;63;1
124;270;63;1
126;416;63;1
127;423;63;4
128;315;63;2
135;397;63;5
136;325;63;1
137;37;63;2
140;31;63;1
141;34;63;1
144;1;63;1
146;21;63;4
148;42;63;3
151;60;63;6
153;205;63;1
154;208;63;2
157;207;63;2
159;224;63;1
160;221;63;1
161;231;63;1
162;434;63;1
164;434;63;1
167;431;63;2
2;325;64;21
3;143;64;11
4;324;64;18
5;134;64;11
6;135;64;12
7;320;64;16
8;318;64;11
9;323;64;16
13;127;64;1
18;140;64;1
23;132;64;1
26;117;64;2
28;113;64;1
33;90;64;1
34;88;64;2
35;83;64;1
39;107;64;1
43;85;64;1
52;105;64;1
55;98;64;1
57;83;64;1
58;88;64;1
60;108;64;1
61;101;64;13
68;303;64;1
69;139;64;1
72;347;64;1
73;26;64;2
74;136;64;1
75;349;64;1
76;327;64;1
80;337;64;3
85;231;64;1
86;232;64;1
88;333;64;2
89;75;64;1
90;355;64;1
94;280;64;1
95;328;64;2
96;282;64;1
100;85;64;1
101;119;64;1
104;83;64;3
105;329;64;2
106;197;64;1
107;203;64;1
108;197;64;4
109;201;64;2
110;176;64;2
111;204;64;1
114;195;64;4
117;258;64;1
118;264;64;11
119;275;64;9
120;243;64;10
123;112;64;1
125;423;64;2
127;423;64;2
128;315;64;1
129;111;64;3
133;389;64;1
136;325;64;4
138;29;64;1
139;34;64;1
140;31;64;1
143;10;64;1
146;21;64;1
148;42;64;5
150;64;64;1
151;60;64;2
152;224;64;1
159;224;64;2
161;231;64;2
162;434;64;1
163;434;64;2
164;434;64;4
166;431;64;1
167;431;64;3
2;325;65;21
3;143;65;14
4;324;65;19
5;134;65;9
6;135;65;15
7;320;65;18
8;318;65;17
9;323;65;13
12;117;65;1
17;132;65;1
20;135;65;1
22;128;65;3
23;132;65;1
26;117;65;4
28;113;65;1
31;91;65;1
40;104;65;2
42;111;65;2
43;85;65;1
44;109;65;1
48;100;65;1
50;85;65;1
56;84;65;2
57;83;65;1
58;88;65;1
59;107;65;1
61;101;65;20
63;305;65;1
65;302;65;1
67;248;65;1
70;45;65;2
76;327;65;2
81;79;65;1
82;337;65;1
84;326;65;1
89;75;65;1
90;355;65;2
93;223;65;2
94;280;65;1
95;328;65;2
99;363;65;1
104;83;65;1
105;329;65;3
108;197;65;3
109;201;65;1
110;176;65;3
111;204;65;3
112;189;65;1
113;173;65;1
114;195;65;1
116;235;65;1
118;264;65;13
119;275;65;15
120;243;65;12
121;415;65;1
125;423;65;2
126;416;65;3
127;423;65;2
128;315;65;2
130;388;65;1
132;380;65;3
135;397;65;3
136;325;65;4
140;31;65;2
141;34;65;2
146;21;65;2
148;42;65;4
151;60;65;2
154;208;65;1
159;224;65;1
160;221;65;1
161;231;65;3
162;434;65;3
163;434;65;2
164;434;65;8
166;431;65;2
167;431;65;1
2;325;66;15
3;143;66;10
4;324;66;14
5;134;66;21
6;135;66;16
7;320;66;13
8;318;66;17
9;323;66;12
15;134;66;1
17;132;66;2
21;100;66;2
25;129;66;1
26;117;66;3
31;91;66;1
32;107;66;1
34;88;66;1
36;113;66;3
39;107;66;1
40;104;66;2
53;108;66;1
54;93;66;1
56;84;66;2
60;108;66;1
61;101;66;9
62;202;66;2
64;244;66;1
67;248;66;1
69;139;66;2
70;45;66;1
73;26;66;1
74;136;66;2
75;349;66;1
79;331;66;1
80;337;66;2
81;79;66;2
82;337;66;1
84;326;66;2
89;75;66;1
93;223;66;1
94;280;66;1
97;329;66;1
99;363;66;2
100;85;66;1
103;83;66;1
104;83;66;3
105;329;66;2
106;197;66;1
108;197;66;2
109;201;66;2
110;176;66;1
111;204;66;1
113;173;66;1
115;273;66;2
118;264;66;15
119;275;66;20
120;243;66;10
125;423;66;1
127;423;66;2
128;315;66;1
129;111;66;4
130;388;66;2
131;398;66;1
139;34;66;1
143;10;66;2
145;19;66;2
146;21;66;1
147;145;66;1
148;42;66;1
150;64;66;1
151;60;66;1
153;205;66;1
159;224;66;1
160;221;66;3
161;231;66;2
163;434;66;2
164;434;66;4
166;431;66;1
167;431;66;1
2;325;67;4
3;143;67;2
4;324;67;3
5;134;67;3
6;135;67;3
7;320;67;4
8;318;67;1
10;121;67;1
17;132;67;1
21;100;67;1
34;88;67;1
35;83;67;1
47;109;67;1
49;115;67;1
61;101;67;5
70;45;67;1
76;327;67;1
96;282;67;1
97;329;67;1
107;203;67;1
108;197;67;1
109;201;67;1
110;176;67;1
114;195;67;1
118;264;67;1
119;275;67;3
120;243;67;5
124;270;67;1
128;315;67;1
129;111;67;1
135;397;67;1
142;32;67;1
146;21;67;2
154;208;67;2
159;224;67;1
162;434;67;1
166;431;67;1
2;325;68;1
3;143;68;3
4;324;68;3
5;134;68;4
6;135;68;3
7;320;68;2
8;318;68;4
33;90;68;1
37;93;68;1
61;101;68;6
64;244;68;1
68;303;68;1
77;337;68;1
99;363;68;1
105;329;68;1
110;176;68;1
118;264;68;4
119;275;68;1
126;416;68;1
135;397;68;2
152;224;68;1
2;325;69;1
3;143;69;2
4;324;69;3
5;134;69;3
6;135;69;2
7;320;69;5
8;318;69;5
9;323;69;3
14;141;69;1
50;85;69;1
61;101;69;2
75;349;69;1
101;119;69;1
105;329;69;1
106;197;69;1
110;176;69;1
111;204;69;2
118;264;69;5
119;275;69;5
120;243;69;4
127;423;69;1
136;325;69;4
146;21;69;1
150;64;69;1
151;60;69;1
152;224;69;1
153;205;69;1
161;231;69;1
164;434;69;1
165;431;69;1
167;431;69;2
3;143;70;1
7;320;70;1
8;318;70;1
9;323;70;1
18;140;70;1
26;117;70;1
74;136;70;1
118;264;70;2
120;243;70;1
159;224;70;1
161;231;70;1
4;324;71;1
6;135;71;1
34;88;71;1
35;83;71;1
42;111;71;1
54;93;71;1
61;101;71;4
104;83;71;1
111;204;71;1
119;275;71;1
2;325;72;1
3;143;72;2
5;134;72;1
6;135;72;1
7;320;72;1
8;318;72;1
9;323;72;1
19;120;72;1
23;132;72;1
61;101;72;1
66;204;72;1
118;264;72;3
119;275;72;1
125;423;72;1
159;224;72;1
4;324;73;3
7;320;73;1
8;318;73;4
9;323;73;1
61;101;73;1
74;136;73;1
118;264;73;1
119;275;73;1
139;34;73;1
162;434;73;1
4;324;74;1
6;135;74;1
8;318;74;1
18;140;74;1
61;101;74;1
118;264;74;1
120;243;74;1
131;398;74;1
8;318;75;1
61;101;75;1
108;197;75;1
117;258;75;1
120;243;75;1
2;325;76;1
3;143;76;1
4;324;76;1
7;320;76;1
8;318;76;3
9;323;76;1
61;101;76;1
72;347;76;1
105;329;76;1
109;201;76;1
118;264;76;2
120;243;76;1
167;431;76;1
1;114;77;1
2;325;77;11
3;143;77;11
4;324;77;9
5;134;77;12
6;135;77;7
7;320;77;8
8;318;77;9
9;323;77;7
10;121;77;1
12;117;77;1
15;134;77;1
23;132;77;2
26;117;77;1
41;113;77;1
42;111;77;1
44;109;77;1
46;107;77;1
47;109;77;1
48;100;77;1
60;108;77;1
61;101;77;10
66;204;77;2
67;248;77;1
70;45;77;1
74;136;77;1
91;76;77;1
92;333;77;2
99;363;77;1
104;83;77;2
105;329;77;6
110;176;77;1
111;204;77;2
114;195;77;1
118;264;77;10
119;275;77;6
120;243;77;5
125;423;77;1
127;423;77;2
128;315;77;2
132;380;77;1
135;397;77;1
136;325;77;1
146;21;77;2
148;42;77;4
149;70;77;1
150;64;77;1
151;60;77;2
159;224;77;2
160;221;77;1
161;231;77;1
162;434;77;2
163;434;77;1
164;434;77;1
166;431;77;1
167;431;77;1
2;325;78;13
3;143;78;11
4;324;78;9
5;134;78;8
6;135;78;10
7;320;78;12
8;318;78;9
9;323;78;7
17;132;78;1
21;100;78;1
26;117;78;1
29;108;78;1
33;90;78;1
40;104;78;1
45;113;78;1
51;105;78;1
61;101;78;8
65;302;78;1
68;303;78;1
69;139;78;1
71;25;78;1
