i;j;t;demand
105;386;140;1
105;388;40;1
105;394;143;1
105;404;136;1
105;406;68;1
105;412;14;1
105;412;140;1
105;420;106;1
105;431;44;1
105;431;45;1
105;431;55;1
106;1;21;1
106;6;65;1
106;10;143;1
106;17;138;1
106;21;77;1
106;26;135;1
106;48;8;1
106;66;91;1
106;71;15;1
106;71;138;1
106;71;157;1
106;74;164;1
106;75;44;1
106;84;42;1
106;102;45;1
106;102;46;1
106;109;120;1
106;110;86;1
106;114;154;1
106;123;26;1
106;124;62;1
106;124;63;1
106;124;163;1
106;125;139;1
106;127;114;1
106;131;67;1
106;135;46;1
106;136;67;1
106;149;92;1
106;162;93;1
106;169;115;1
106;177;139;1
106;196;66;1
106;196;67;1
106;200;46;1
106;203;140;1
106;203;166;1
106;215;142;1
106;218;96;1
106;226;66;1
106;229;147;1
106;234;105;1
106;243;78;1
106;258;64;1
106;262;90;1
106;266;59;1
106;273;8;1
106;274;90;1
106;303;116;1
106;305;48;1
106;309;73;1
106;310;143;1
106;311;17;1
106;317;20;1
106;319;141;1
106;320;144;1
106;332;18;1
106;334;88;1
106;336;92;1
106;344;44;1
106;346;66;1
106;350;146;1
106;357;164;1
106;374;62;1
106;386;1;1
106;387;92;1
106;397;42;1
106;399;159;1
106;405;150;1
106;407;102;1
106;412;160;1
106;414;165;1
106;419;66;1
106;424;161;1
106;427;7;1
106;429;111;1
106;431;61;1
106;431;69;1
106;431;136;1
106;431;160;2
107;4;133;1
107;4;158;1
107;25;102;1
107;49;25;1
107;51;134;1
107;51;162;1
107;52;92;1
107;61;84;1
107;85;62;1
107;92;10;1
107;94;148;1
107;97;118;1
107;98;91;1
107;98;156;1
107;99;79;1
107;101;82;1
107;102;164;1
107;107;85;1
107;108;114;1
107;111;139;1
107;116;132;1
107;117;133;1
107;117;136;1
107;120;132;1
107;120;134;1
107;121;43;1
107;130;116;1
107;131;60;1
107;131;71;1
107;131;145;1
107;133;44;1
107;133;132;1
107;133;139;1
107;135;149;1
107;136;21;1
107;136;110;1
107;137;91;1
107;141;66;1
107;143;142;1
107;146;107;1
107;147;89;1
107;158;159;1
107;166;161;1
107;169;46;1
107;170;154;1
107;172;82;1
107;176;138;1
107;201;110;1
107;203;15;1
107;223;67;1
107;238;164;1
107;245;136;1
107;248;55;1
107;257;20;1
107;257;46;1
107;266;113;1
107;267;157;1
107;274;35;1
107;303;42;1
107;303;132;1
107;303;159;1
107;305;167;1
107;306;58;1
107;307;95;1
107;311;55;1
107;314;115;1
107;315;142;1
107;316;143;1
107;318;94;1
107;319;92;1
107;321;40;1
107;321;162;1
107;324;81;1
107;326;110;1
107;334;22;1
107;335;136;1
107;335;158;1
107;340;157;1
107;350;86;1
107;351;165;1
107;352;136;1
107;374;132;1
107;376;69;1
107;382;73;1
107;384;106;1
107;396;141;1
107;402;41;1
107;403;118;1
107;404;1;1
107;407;145;1
107;410;144;1
107;411;69;1
107;412;136;1
107;417;9;1
107;421;84;1
107;422;79;1
107;431;5;1
107;431;14;1
107;431;36;1
107;431;61;1
107;431;89;1
107;431;105;1
107;432;134;1
108;4;39;1
108;5;64;1
108;24;119;1
108;26;145;1
108;28;91;1
108;49;89;1
108;60;143;1
108;65;0;1
108;67;120;1
108;86;109;1
108;89;148;1
108;93;37;1
108;99;9;1
108;99;124;1
108;102;14;1
108;107;129;1
108;108;91;1
108;108;139;1
108;108;163;1
108;111;30;1
108;113;68;1
108;117;70;1
108;120;161;1
108;122;103;1
108;124;114;1
108;124;161;1
108;125;70;1
108;126;71;1
108;134;6;1
108;142;16;1
108;143;19;1
108;154;157;1
108;164;30;1
108;170;39;1
108;175;134;1
108;188;156;1
108;195;123;1
108;196;15;1
108;196;18;1
108;197;10;1
108;197;89;1
108;198;47;1
108;201;107;1
108;206;138;1
108;211;134;1
108;219;113;1
108;221;64;1
108;237;17;1
108;245;158;1
108;250;80;1
108;255;118;1
108;269;50;1
108;275;80;1
108;277;68;1
108;302;69;1
108;303;110;1
108;308;162;1
108;313;118;1
108;313;121;1
108;316;15;1
108;317;162;1
108;319;89;1
108;323;37;1
108;323;143;1
108;335;134;1
108;336;80;1
108;344;157;1
108;345;135;1
108;349;112;1
108;350;62;1
108;351;20;1
108;352;115;1
108;368;43;1
108;369;1;1
108;375;46;1
108;377;112;1
108;395;92;1
108;396;138;1
108;400;85;1
108;400;94;1
108;401;143;1
108;422;87;1
108;425;20;1
108;425;39;1
108;425;131;1
108;428;114;1
108;431;88;1
108;431;142;1
108;431;162;1
108;432;143;1
109;1;8;1
109;4;46;1
109;5;92;1
109;9;82;1
109;17;91;1
109;19;159;1
109;25;60;1
109;29;44;1
109;50;164;1
109;52;69;1
109;55;46;1
109;81;20;1
109;87;57;1
109;92;113;1
109;96;133;1
109;97;18;1
109;97;84;1
109;101;44;1
109;101;145;1
109;102;101;1
109;103;117;1
109;104;154;1
109;110;121;1
109;113;109;1
109;113;141;1
109;119;25;1
109;124;68;1
109;125;7;1
109;126;159;1
109;129;120;1
109;130;85;1
109;133;22;1
109;140;143;1
109;143;25;1
109;147;164;1
109;153;41;1
109;162;33;1
109;172;67;1
109;173;93;1
109;174;106;1
109;180;88;1
109;195;104;1
109;198;50;1
109;204;24;1
109;232;107;1
109;244;10;1
109;247;18;1
109;273;48;1
109;302;109;1
109;306;87;1
109;311;166;1
109;319;42;1
109;320;68;1
109;334;57;1
109;340;117;1
109;349;65;1
109;358;42;1
109;359;97;1
109;373;87;1
109;382;69;1
109;382;73;1
109;382;116;1
109;386;164;1
109;389;84;1
109;393;44;1
109;395;139;1
109;396;166;1
109;403;95;1
109;405;160;1
109;416;36;1
109;419;91;1
109;420;45;1
109;420;89;1
109;428;16;1
109;431;20;1
109;431;29;1
109;431;41;1
109;431;68;1
109;431;80;1
109;431;114;1
110;3;137;1
110;4;18;1
110;5;0;1
110;16;157;1
110;33;15;1
110;40;50;1
110;40;60;1
110;50;118;1
110;65;138;1
110;75;63;1
110;81;165;1
110;86;83;1
110;87;7;1
110;91;0;1
110;92;81;1
110;92;131;1
110;94;8;1
110;94;28;1
110;96;128;1
110;98;82;1
110;98;111;1
110;101;103;1
110;108;10;1
110;112;153;1
110;118;107;1
110;131;153;1
110;133;160;1
110;136;68;1
110;137;156;1
110;139;46;1
110;140;7;1
110;142;46;1
110;145;144;1
110;159;108;1
110;164;25;1
110;165;45;1
110;167;15;1
110;170;14;1
110;188;119;1
110;190;121;1
110;193;163;1
110;198;135;1
110;203;83;1
110;230;133;1
110;232;92;1
110;232;106;1
110;237;47;1
110;237;59;1
110;238;69;1
110;241;79;1
110;243;108;1
110;245;133;1
110;253;92;1
110;298;95;1
110;299;57;1
110;300;141;1
110;302;147;1
110;303;60;1
110;304;110;1
110;307;135;1
110;310;22;1
110;313;42;1
110;314;20;1
110;314;33;1
110;317;96;1
110;319;68;1
110;330;19;1
110;336;167;1
110;342;92;1
110;343;67;1
110;346;139;1
110;347;158;1
110;349;119;1
110;350;82;1
110;363;13;1
110;363;108;1
110;380;138;1
110;385;56;1
110;385;158;1
110;388;142;1
110;400;158;1
110;407;164;1
110;409;17;1
110;412;136;1
110;414;144;1
110;420;111;1
110;425;99;1
110;428;96;1
110;429;47;1
110;431;9;1
110;431;22;1
110;431;83;1
110;431;110;1
110;431;135;1
110;431;136;1
110;432;158;1
110;433;135;1
110;434;132;1
111;5;71;1
111;7;107;1
111;15;162;1
111;26;108;1
111;26;113;1
111;33;105;1
111;37;136;1
111;38;135;1
111;64;89;1
111;79;79;1
111;81;162;1
111;83;109;1
111;85;41;1
111;86;40;1
111;86;133;1
111;87;139;1
111;89;50;1
111;94;68;1
111;98;34;1
111;99;42;1
111;99;108;1
111;100;107;1
111;111;114;1
111;112;163;1
111;113;41;1
111;117;129;1
111;118;91;1
111;119;161;1
111;120;55;1
111;124;31;1
111;125;119;1
111;125;158;1
111;126;64;1
111;128;23;1
111;129;40;1
111;131;23;1
111;141;119;1
111;142;142;1
111;152;43;1
111;160;23;1
111;168;93;1
111;169;161;1
111;175;125;1
111;179;14;1
111;180;141;1
111;183;136;1
111;183;160;1
111;184;15;1
111;195;20;1
111;198;90;1
111;201;23;1
111;205;45;1
111;205;65;1
111;231;33;1
111;232;95;1
111;233;118;1
111;242;146;1
111;243;147;1
111;270;133;1
111;275;37;1
111;278;93;1
111;291;18;1
111;310;46;1
111;312;67;1
111;313;82;1
111;314;99;1
111;314;134;1
111;317;137;1
111;319;63;1
111;321;18;1
111;321;40;1
111;322;16;1
111;322;162;1
111;324;164;1
111;328;36;1
111;329;98;1
111;330;142;1
111;332;112;1
111;339;44;1
111;340;36;1
111;341;21;1
111;345;161;1
111;354;120;1
111;374;114;1
111;375;70;1
111;375;112;1
111;381;68;1
111;389;14;1
111;395;66;1
111;395;111;1
111;396;35;1
111;418;166;1
111;420;111;1
111;423;140;1
111;424;46;1
111;431;93;1
111;432;66;1
111;432;103;1
111;434;63;1
112;21;147;1
112;37;165;1
112;45;158;1
112;60;120;1
112;85;113;1
112;91;88;1
112;91;94;1
112;92;66;1
112;93;96;1
112;96;9;1
112;103;63;1
112;106;79;1
112;111;32;1
112;111;89;1
112;114;20;1
112;114;153;1
112;131;156;1
112;136;95;1
112;143;115;1
112;167;82;1
112;184;17;1
112;192;87;1
112;223;139;1
112;232;70;1
112;235;91;1
112;237;119;1
112;255;28;1
112;256;95;1
112;261;119;1
112;264;87;1
112;271;116;1
112;298;81;1
112;306;14;1
112;319;131;1
112;347;118;1
112;374;67;1
112;375;44;1
112;381;159;1
112;401;25;1
112;404;131;1
112;405;113;1
112;407;38;1
112;409;130;1
112;428;120;1
112;431;11;1
112;431;106;1
112;431;149;1
112;432;54;1
112;433;103;1
113;12;119;1
113;38;95;1
113;42;46;1
113;60;33;1
113;68;44;1
113;87;136;1
113;92;81;1
113;98;115;1
113;98;164;1
113;100;61;1
113;104;16;1
113;108;15;1
113;108;91;1
113;110;22;1
113;111;18;1
113;114;130;1
113;121;18;1
113;122;62;1
113;122;70;1
113;122;96;1
113;124;115;1
113;124;161;1
113;133;101;1
113;135;44;1
113;137;162;1
113;140;20;1
113;143;136;1
113;146;41;1
113;151;64;1
113;153;113;1
113;174;47;1
113;178;141;1
113;187;45;1
113;190;161;1
113;198;147;1
113;203;122;1
113;235;141;1
113;237;83;1
113;241;89;1
113;242;56;1
113;243;89;1
113;244;167;1
113;251;110;1
113;261;56;1
113;295;139;1
113;298;160;1
113;306;23;1
113;314;39;1
113;317;140;1
113;318;68;1
113;321;67;1
113;374;163;1
113;375;80;1
113;380;160;1
113;382;90;1
113;388;162;1
113;389;57;1
113;390;110;1
113;395;90;1
113;395;113;1
113;409;44;1
113;411;69;1
113;413;111;1
113;415;91;1
113;419;94;1
113;431;9;1
113;431;40;1
113;431;54;1
113;431;116;1
113;431;117;1
113;432;132;1
114;13;62;1
114;14;14;1
114;29;21;1
114;42;17;1
114;45;141;1
114;48;90;1
114;55;65;1
114;64;138;1
114;68;87;1
114;81;69;1
114;90;94;1
114;92;78;1
114;92;139;1
114;97;167;1
114;100;88;1
114;108;16;1
114;110;65;1
114;114;66;2
114;116;69;1
114;120;118;1
114;124;17;1
114;131;68;1
114;137;32;1
114;138;63;1
114;139;93;1
114;140;146;1
114;141;34;1
114;141;114;1
114;142;25;1
114;142;84;1
114;157;67;1
114;179;33;1
114;179;143;1
114;185;95;1
114;189;121;1
114;192;122;1
114;192;142;1
114;230;23;1
114;247;155;1
114;254;21;1
114;257;94;1
114;265;119;1
114;266;140;1
114;270;57;1
114;273;80;1
114;275;17;1
114;279;145;1
114;301;39;1
114;304;45;1
114;304;87;1
114;306;120;1
114;306;146;1
114;315;95;1
114;315;159;1
114;318;142;1
114;320;164;1
114;322;139;1
114;330;53;1
114;344;161;1
114;345;46;1
114;346;116;1
114;352;135;1
114;377;132;1
114;378;53;1
114;378;141;1
114;380;17;1
114;386;54;1
114;391;147;1
114;393;145;1
114;408;16;1
114;417;91;1
114;430;160;1
114;431;93;1
114;432;126;1
114;433;137;1
114;434;39;1
114;434;158;1
115;38;45;1
115;40;21;1
115;52;0;1
115;79;92;1
115;88;91;1
115;93;45;1
115;93;143;1
115;97;46;1
115;99;87;1
115;99;107;1
115;102;48;1
115;103;36;1
115;103;41;1
115;108;118;1
115;122;163;1
115;125;107;1
115;127;114;1
115;137;19;1
115;141;104;1
115;148;95;1
115;154;46;1
115;170;56;1
115;175;115;1
115;176;81;1
115;177;106;1
115;185;111;1
115;192;158;1
115;222;21;1
115;248;44;1
115;251;85;1
115;254;41;1
115;255;114;1
115;257;158;1
115;276;101;1
115;307;38;1
115;307;154;1
115;308;15;1
115;311;22;1
115;324;80;1
115;346;95;1
115;349;40;1
115;356;156;1
115;356;162;1
115;361;119;1
115;388;13;1
115;392;135;1
115;409;113;1
115;416;37;1
115;430;129;1
115;432;102;1
115;433;111;1
116;15;66;1
116;44;114;1
116;46;6;1
116;51;112;1
116;75;134;1
116;80;161;1
116;83;23;1
116;84;138;1
116;85;155;1
116;93;53;1
116;95;110;1
116;96;21;1
116;121;93;1
116;127;102;1
116;135;57;1
116;147;113;1
116;191;16;1
116;192;45;1
116;197;17;1
116;198;30;1
116;202;135;1
116;209;79;1
116;228;85;1
116;241;121;1
116;247;90;1
116;275;98;1
116;281;117;1
116;321;163;1
116;322;97;1
116;338;163;1
116;341;63;1
116;347;112;1
116;369;164;1
116;384;140;1
116;389;95;1
116;421;144;1
117;17;118;1
117;68;86;1
117;69;17;1
117;81;66;1
117;87;116;1
117;91;90;1
117;93;44;1
117;97;156;1
117;98;76;1
117;111;132;1
117;113;112;1
117;116;0;1
117;124;163;1
117;130;70;1
117;134;39;1
117;140;42;1
117;154;19;1
117;160;165;1
117;182;114;1
117;195;18;1
117;202;42;1
117;211;71;1
117;248;7;1
117;252;67;1
117;267;13;1
117;300;88;1
117;308;92;1
117;316;109;1
117;324;111;1
117;341;17;1
117;348;80;1
117;349;139;1
117;352;91;1
117;358;91;1
117;365;140;1
117;374;20;1
117;386;159;1
117;404;115;1
117;407;95;1
117;409;157;1
117;426;83;1
117;427;144;1
117;431;32;1
117;431;57;1
117;431;137;1
117;433;56;1
117;434;154;1
118;5;91;1
118;10;141;1
118;17;80;1
118;34;45;1
118;53;120;1
118;62;112;1
118;79;44;1
118;81;156;1
118;85;142;1
118;89;118;1
118;98;139;1
118;99;18;1
118;103;33;1
118;106;8;1
118;106;156;1
118;108;103;1
118;109;160;1
118;111;141;1
118;115;95;1
118;125;56;1
118;131;58;1
118;138;34;1
118;138;129;1
118;139;20;1
118;143;152;1
118;157;110;1
118;166;70;1
118;170;54;1
118;181;47;1
118;203;160;1
118;206;143;1
118;231;92;1
118;254;93;1
118;255;40;1
118;268;56;1
118;271;98;1
118;278;117;1
118;298;61;1
118;302;119;1
118;303;115;1
118;308;116;1
118;338;112;1
118;373;69;1
118;424;72;1
118;431;8;1
118;431;85;1
119;4;93;1
119;15;163;1
119;16;110;1
119;25;90;1
119;37;155;1
119;39;85;1
119;42;120;1
119;48;20;1
119;85;107;1
119;98;67;1
119;98;107;1
119;99;66;1
119;106;135;1
119;112;16;1
119;114;78;1
119;121;130;1
119;123;70;1
119;128;19;1
119;173;65;1
119;177;32;1
119;180;8;1
119;185;116;1
119;192;119;1
119;195;80;1
119;202;111;1
119;203;44;1
119;216;70;1
119;222;166;1
119;252;155;1
119;276;122;1
119;281;42;1
119;300;22;1
119;300;62;1
119;311;39;1
119;331;95;1
119;344;15;1
119;354;147;1
119;418;61;1
119;425;91;1
119;431;155;1
119;431;164;1
119;434;85;1
119;434;128;1
120;5;140;1
120;34;83;1
120;45;129;1
120;49;65;1
120;56;152;1
120;78;106;1
120;85;31;1
120;91;19;1
120;91;152;1
120;92;82;1
120;98;70;1
120;103;21;1
120;103;131;1
120;109;117;1
120;111;119;1
120;111;158;1
120;115;43;1
120;119;26;1
120;119;165;1
120;122;116;1
120;122;158;1
120;126;100;1
120;132;47;1
120;140;69;1
120;149;113;1
120;152;114;1
120;153;133;1
120;159;141;1
120;191;156;1
120;196;21;1
120;204;65;1
120;215;65;1
120;221;167;1
120;240;81;1
120;248;9;1
120;258;22;1
120;318;119;1
120;322;111;1
120;323;90;1
120;330;50;1
120;334;165;1
120;346;44;1
120;349;20;1
120;349;129;1
120;356;77;1
120;357;24;1
120;378;23;1
120;395;123;1
120;401;32;1
120;424;55;1
120;431;12;1
120;431;20;1
121;4;88;1
121;5;81;1
121;11;160;1
121;13;31;1
121;14;32;1
121;24;163;1
121;38;70;1
121;48;93;1
121;50;136;1
121;56;59;1
121;57;17;1
121;65;105;1
121;71;108;1
121;81;17;1
121;87;60;1
121;87;123;1
121;91;58;1
121;95;64;1
121;102;133;1
121;102;143;1
121;105;89;1
121;105;146;1
121;106;18;1
121;107;13;1
121;109;83;1
121;110;57;1
121;111;165;1
121;118;143;1
121;136;56;1
121;143;44;1
121;149;117;1
121;153;117;1
121;157;68;1
121;160;87;1
121;164;87;1
121;172;17;1
121;175;71;1
121;177;158;1
121;188;101;1
121;188;166;1
121;189;22;1
121;192;120;1
121;193;95;1
121;195;22;1
121;211;99;1
121;219;47;1
121;237;129;1
121;282;71;1
121;302;108;1
121;309;122;1
121;316;59;1
121;319;24;1
121;319;117;1
121;321;8;1
121;323;15;1
121;323;146;1
121;339;84;1
121;339;110;1
121;343;63;1
121;343;145;1
121;345;140;1
121;354;137;1
121;356;93;1
121;364;142;1
121;395;91;1
121;409;44;1
121;411;139;1
121;431;59;1
121;431;105;1
121;431;117;1
121;431;153;1
122;1;43;1
122;5;156;1
122;8;88;1
122;11;140;1
122;16;64;1
122;21;139;1
122;23;64;1
122;23;101;1
122;24;116;1
122;31;114;1
122;44;144;1
122;65;97;1
122;80;114;1
122;89;100;1
122;90;63;1
122;93;119;1
122;94;143;1
122;97;47;1
122;101;155;1
122;102;91;1
122;106;157;1
122;107;163;1
122;108;32;1
122;124;162;1
122;126;114;1
122;128;114;1
122;128;161;1
122;134;134;1
122;138;113;1
122;145;104;1
122;148;69;1
122;176;70;1
122;186;97;1
122;206;46;1
122;223;0;1
122;232;130;1
122;235;138;1
122;241;56;1
122;244;50;1
122;250;80;1
122;252;70;1
122;265;38;1
122;316;15;1
122;317;143;1
122;318;35;1
122;323;44;1
122;325;117;1
122;327;47;1
122;344;159;1
122;347;18;1
122;372;44;1
122;373;68;1
122;376;75;1
122;382;130;1
122;389;144;1
122;396;41;1
122;410;67;1
122;419;59;1
122;431;44;1
122;431;90;1
123;67;40;1
123;82;159;1
123;83;91;1
123;84;78;1
123;85;57;1
123;90;80;1
123;91;92;1
123;95;12;1
123;102;140;1
123;109;143;1
123;111;20;1
123;127;87;1
123;129;94;1
123;153;8;1
123;160;107;1
123;174;142;1
123;196;11;1
123;204;44;1
123;232;154;1
123;258;73;1
123;265;93;1
123;271;91;1
123;271;162;1
123;274;55;1
123;302;48;1
123;310;138;1
123;328;144;1
123;346;144;1
123;351;93;1
123;356;8;1
123;356;126;1
123;398;47;1
123;411;17;1
123;424;57;1
123;431;131;1
123;431;151;1
123;434;82;1
124;8;38;1
124;14;143;1
124;39;139;1
124;42;13;1
124;45;91;1
124;47;33;1
124;54;139;1
124;57;139;1
124;68;109;1
124;75;156;1
124;75;157;1
124;81;114;1
124;86;58;1
124;87;56;1
124;90;36;1
124;99;9;1
124;102;15;1
124;105;68;1
124;110;59;1
124;113;9;1
124;129;33;1
124;133;62;1
124;134;59;1
124;149;123;1
124;177;140;1
124;188;77;1
124;191;87;1
124;196;3;1
124;200;35;1
124;232;115;1
124;247;133;1
124;256;78;1
124;298;155;1
124;309;21;1
124;317;117;1
124;319;157;1
124;321;61;1
124;329;66;1
124;335;137;1
124;340;163;1
124;341;62;1
124;345;118;1
124;376;117;1
124;378;35;1
124;378;45;1
124;380;120;1
124;382;147;1
124;399;118;1
124;405;76;1
124;428;165;1
124;431;8;1
124;431;57;1
124;431;85;1
124;431;157;1
125;2;60;1
125;3;92;1
125;3;166;1
125;8;144;1
125;9;11;1
125;17;165;1
125;25;129;1
125;29;135;1
125;29;156;1
125;32;60;1
125;46;107;1
125;49;64;1
125;68;165;1
125;80;29;1
125;90;121;1
125;91;11;1
125;91;37;1
125;93;11;1
125;93;57;1
125;94;38;1
125;94;66;1
125;102;91;1
125;104;58;1
125;108;105;1
125;110;55;1
125;110;162;1
125;111;42;1
125;114;105;1
125;114;139;1
125;114;153;1
125;116;1;1
125;124;92;1
125;126;35;1
125;128;131;1
125;130;31;1
125;140;140;1
125;153;115;1
125;164;69;1
125;170;21;1
125;179;158;1
125;181;18;1
125;190;163;1
125;193;125;1
125;224;111;1
125;228;68;1
125;252;11;1
125;265;144;1
125;317;106;1
125;322;68;1
125;323;113;1
125;341;67;1
125;342;85;1
125;343;113;1
125;344;88;1
125;346;70;1
125;356;15;1
125;370;69;1
125;373;121;1
125;381;112;1
125;397;81;1
125;403;64;1
125;407;119;1
125;429;67;1
125;431;13;1
125;431;90;1
125;431;130;1
125;431;142;1
125;431;157;1
126;2;14;1
126;8;21;1
126;12;86;1
126;19;162;1
126;25;1;1
126;26;37;1
126;55;46;1
126;63;90;1
126;79;143;1
126;92;164;1
126;93;33;1
126;93;55;1
126;96;46;1
126;102;138;1
126;108;66;1
126;111;72;1
126;114;142;1
126;119;141;1
126;132;113;1
126;137;35;1
126;151;65;1
126;158;21;1
126;167;2;1
126;173;114;1
126;175;135;1
126;182;157;1
126;183;161;1
126;186;159;1
126;189;19;1
126;195;96;1
126;199;46;1
126;200;117;1
126;207;62;1
126;211;106;1
126;218;140;1
126;219;76;1
126;265;33;1
126;305;159;1
126;319;81;1
126;320;85;1
126;322;17;1
126;322;67;1
126;325;117;1
126;333;15;1
126;335;117;1
126;343;93;1
126;343;135;1
126;345;118;1
126;347;37;1
126;355;120;1
126;365;117;1
126;372;91;1
126;386;113;1
126;402;43;1
126;403;18;1
126;428;164;1
126;431;111;1
126;431;138;1
127;6;20;1
127;11;64;1
127;12;10;1
127;24;57;1
127;32;167;1
127;45;165;1
127;46;38;1
127;72;54;1
127;74;103;1
127;89;133;1
127;93;84;1
127;96;20;1
127;96;23;1
127;96;87;1
127;101;90;1
127;106;11;1
127;108;140;1
127;113;95;1
127;117;103;1
127;117;106;1
127;127;84;1
127;131;89;1
127;139;158;1
127;140;132;1
127;143;162;1
127;145;147;1
127;155;165;1
127;165;19;1
127;186;22;1
127;189;158;1
127;196;116;1
127;206;42;1
127;209;49;1
127;222;43;1
127;226;16;1
127;232;112;1
127;249;99;1
127;250;43;1
127;278;156;1
127;308;143;1
127;309;3;1
127;323;45;1
127;324;59;1
127;337;46;1
127;339;140;1
127;344;86;1
127;351;65;1
127;353;136;1
127;355;78;1
127;360;160;1
127;375;91;1
127;390;47;1
127;398;163;1
127;400;91;1
127;420;95;1
127;420;141;1
127;421;152;1
127;431;15;1
127;431;21;1
127;431;132;1
127;431;141;1
128;2;53;1
128;5;63;1
128;6;57;1
128;13;139;1
128;26;47;1
128;28;118;1
128;39;94;1
128;45;1;1
128;48;74;1
128;56;66;1
128;65;80;1
128;71;88;1
128;76;25;1
128;79;139;1
128;83;119;1
128;85;128;1
128;91;23;1
128;98;110;1
128;101;149;1
128;105;157;1
128;106;104;1
128;110;159;1
128;112;144;1
128;114;97;1
128;114;132;1
128;115;89;1
128;118;24;1
128;118;56;1
128;153;146;1
128;154;137;1
128;171;106;1
128;173;88;1
128;183;66;1
128;197;116;1
128;249;145;1
128;252;139;1
128;256;115;1
128;265;144;1
128;266;9;1
128;310;132;1
128;317;61;1
128;321;39;1
128;321;112;1
128;325;157;1
128;331;42;1
128;333;111;1
128;335;83;1
128;339;16;1
128;340;111;1
128;340;144;1
128;343;46;1
128;347;162;1
128;349;154;1
128;355;56;1
128;368;22;1
128;391;141;1
128;399;113;1
128;405;92;1
128;419;167;1
128;431;91;1
128;431;117;1
129;26;67;1
129;26;121;1
129;37;92;1
129;41;142;1
129;43;34;1
129;44;114;1
129;52;161;1
129;61;12;1
129;66;55;1
129;70;45;1
129;85;136;1
129;88;54;1
129;89;44;1
129;89;121;1
129;91;84;1
129;91;156;1
129;92;115;1
129;94;156;1
129;97;119;1
129;99;9;1
129;102;140;1
129;103;76;1
129;103;87;1
129;108;10;1
129;108;162;1
129;109;113;1
129;112;17;1
129;113;49;1
129;129;11;1
129;130;10;1
129;131;13;1
129;131;105;1
129;143;93;1
129;151;116;1
129;164;111;1
129;179;13;1
129;180;111;1
129;184;94;1
129;219;110;1
129;223;115;1
129;235;142;1
129;242;151;1
129;242;166;1
129;248;46;1
129;255;137;1
129;255;155;1
129;258;36;1
129;298;164;1
129;302;62;1
129;302;69;1
129;322;157;1
129;324;92;1
129;335;92;1
129;337;68;1
129;339;135;1
129;346;155;1
129;361;11;1
129;364;92;1
129;365;133;1
129;374;146;1
129;390;13;1
129;391;88;1
129;427;91;1
129;431;44;1
129;431;56;2
129;431;103;1
130;1;143;1
130;4;142;1
130;6;5;1
130;8;147;1
130;9;47;1
130;10;162;1
130;30;120;1
130;33;30;1
130;45;71;1
130;51;40;1
130;54;75;1
130;60;158;1
130;68;103;1
130;70;30;1
130;71;114;1
130;73;91;1
130;75;118;1
130;83;65;1
130;83;116;1
130;87;142;1
130;89;58;1
130;91;140;1
130;92;62;1
130;94;141;1
130;96;161;1
130;100;157;1
130;104;83;1
130;105;112;1
130;105;153;1
130;106;70;1
130;107;41;1
130;107;109;1
130;109;140;1
130;111;9;1
130;111;154;1
130;112;163;1
130;113;35;1
130;120;166;1
130;124;128;1
130;124;161;1
130;140;47;1
130;143;92;1
130;144;162;1
130;153;116;1
130;160;67;1
130;180;98;1
130;192;81;1
130;201;167;1
130;206;96;1
130;230;122;1
130;233;121;1
130;240;135;1
130;273;118;1
130;300;17;1
130;313;163;1
130;320;92;1
130;321;120;1
130;321;157;1
130;322;140;1
130;324;95;1
130;328;123;1
130;329;138;1
130;332;8;1
130;341;164;1
130;342;58;1
130;343;86;1
130;351;90;1
130;382;164;1
130;388;143;1
130;403;163;1
130;404;52;1
130;404;156;1
130;406;90;1
130;431;154;1
130;431;161;1
131;6;112;1
131;15;133;1
131;16;67;1
131;27;32;1
131;35;67;1
131;38;67;1
131;48;137;1
131;49;114;1
131;62;110;1
131;68;104;1
131;85;40;1
131;85;104;1
131;85;166;1
131;95;20;1
131;97;102;1
131;109;128;1
131;111;89;1
131;113;118;1
131;127;132;1
131;129;17;1
131;137;159;1
131;139;73;1
131;141;162;1
131;146;144;1
131;153;146;1
131;158;138;1
131;164;42;1
131;171;87;1
131;186;143;1
131;188;67;1
131;190;43;1
131;191;121;1
131;218;44;1
131;218;167;1
131;220;71;1
131;226;22;1
131;231;15;1
131;232;41;1
131;242;67;1
131;244;18;1
131;244;139;1
131;254;80;1
131;270;159;1
131;272;114;1
131;273;93;1
131;280;93;1
131;280;117;1
131;304;86;1
131;317;18;1
131;318;115;1
131;335;31;1
131;340;136;1
131;341;91;1
131;345;142;1
131;346;161;1
131;376;141;1
131;380;71;1
131;389;8;1
131;401;39;1
131;402;93;1
131;404;94;1
131;405;162;1
131;409;86;1
131;411;143;1
131;413;93;1
131;415;68;1
131;415;130;1
131;416;19;1
131;431;112;1
131;431;135;1
131;431;151;1
132;7;92;1
132;10;118;1
132;14;8;1
132;23;31;1
132;26;158;1
132;43;117;1
132;47;30;1
132;48;102;1
132;77;34;1
132;88;18;1
132;103;70;1
132;108;11;1
132;108;158;1
132;110;93;1
132;113;155;1
132;118;107;1
132;123;67;1
132;131;38;1
132;140;93;1
132;141;21;1
132;157;119;1
132;169;91;1
132;170;0;1
132;174;43;1
132;176;62;1
132;180;137;1
132;200;12;1
132;200;71;1
132;239;157;1
132;270;72;1
132;320;165;1
132;323;123;1
132;325;69;1
