i;j;t;demand
242;237;71;1
358;195;0;1
407;272;34;1
98;122;154;1
139;181;91;1
323;274;46;1
347;188;118;1
51;81;66;1
315;168;159;1
32;377;9;1
44;53;116;1
335;311;136;1
187;323;9;1
215;219;15;1
42;60;53;1
5;93;20;1
125;95;18;1
96;108;143;1
197;79;94;1
141;431;91;1
124;135;101;1
88;134;37;1
121;86;115;1
426;178;64;1
313;187;21;1
51;141;152;1
89;242;67;1
42;154;147;1
351;316;67;1
200;190;70;1
111;104;159;1
173;86;58;1
405;316;140;1
405;111;109;1
181;341;120;1
417;110;135;1
297;118;104;1
170;78;7;1
184;234;82;1
34;382;163;1
155;371;46;1
176;144;111;1
98;129;73;1
185;411;97;1
247;186;67;1
297;165;79;1
76;140;81;1
355;149;160;1
306;165;116;1
194;173;115;1
62;216;80;1
365;53;112;1
118;406;33;1
31;343;114;1
277;103;81;1
299;412;111;1
324;193;93;1
346;378;166;1
422;414;119;1
141;93;87;1
201;431;39;1
85;124;77;1
14;431;21;1
109;184;162;1
315;416;42;1
346;349;157;1
54;30;67;1
408;114;92;1
305;330;108;1
272;406;163;1
25;97;93;1
197;112;22;1
10;269;142;1
318;140;67;1
83;106;112;1
173;115;139;1
338;311;164;1
364;251;79;1
104;142;14;1
88;85;140;1
77;82;18;1
418;129;30;1
398;2;16;1
231;219;139;1
111;399;117;1
237;107;136;1
269;431;82;1
194;303;166;1
398;126;115;1
104;109;91;1
255;170;94;1
350;77;140;1
174;431;56;1
136;17;104;1
104;149;19;1
162;114;14;1
7;5;160;1
255;137;124;1
130;206;14;1
239;342;15;1
171;93;71;1
44;202;30;1
273;431;159;1
28;301;68;1
347;6;41;1
141;217;68;1
380;137;42;1
351;172;23;1
87;333;161;1
105;118;69;1
188;194;43;1
232;316;64;1
344;203;96;1
401;269;30;1
91;217;118;1
418;241;1;1
347;390;20;1
228;236;111;1
48;318;33;1
305;104;12;1
303;277;21;1
324;313;113;1
362;129;119;1
64;431;68;1
297;249;32;1
169;109;153;1
271;376;140;1
390;313;42;1
138;112;118;1
171;303;160;1
223;186;132;1
202;432;61;1
164;100;112;1
278;404;153;1
345;130;89;1
304;92;11;1
238;418;80;1
185;304;10;1
176;184;78;1
337;215;23;1
334;51;78;1
58;77;110;1
329;94;127;1
166;233;69;1
312;375;61;1
8;369;113;1
147;32;57;1
44;266;21;1
97;392;18;1
248;361;42;1
124;87;129;1
107;113;122;1
12;24;133;1
152;74;32;1
398;113;162;1
13;185;143;1
299;309;140;1
133;255;60;1
357;235;162;1
98;80;94;1
37;135;37;1
12;95;139;1
95;96;21;1
28;139;56;1
229;164;153;1
189;71;89;1
381;348;44;1
112;212;61;1
111;165;22;1
185;170;73;1
105;91;39;1
234;307;61;1
66;318;74;1
305;321;42;1
431;309;131;1
172;321;78;1
381;29;163;1
413;298;7;1
96;273;38;1
364;241;122;1
21;324;132;1
417;272;143;1
194;45;14;1
304;319;1;1
129;431;8;1
125;86;66;1
109;194;143;1
106;123;162;1
431;350;18;1
272;242;11;1
330;214;73;1
103;99;133;1
322;373;18;1
51;119;68;1
249;165;39;1
187;93;105;1
231;250;51;1
431;190;111;1
126;81;95;1
381;274;80;1
246;237;157;1
112;432;104;1
395;400;105;1
94;428;115;1
412;322;118;1
138;306;120;1
384;10;131;1
339;67;82;1
86;348;39;1
101;431;141;1
89;134;63;1
247;317;59;1
135;117;121;1
214;65;66;1
86;98;23;1
350;305;142;1
50;30;23;1
398;47;140;1
410;313;82;1
267;415;153;1
320;193;42;1
87;163;118;1
347;93;117;1
268;213;164;1
260;251;39;1
107;102;74;1
116;342;44;1
203;103;58;1
206;431;125;1
103;134;106;1
49;68;93;1
131;320;18;1
251;281;19;1
377;83;81;1
186;431;163;1
269;135;163;1
301;321;20;1
307;431;61;1
195;97;33;1
255;103;9;1
109;351;11;1
191;308;95;1
11;430;107;1
41;84;120;1
86;98;132;1
26;85;93;1
124;86;12;1
417;246;106;1
96;104;87;1
341;196;141;1
204;96;95;1
113;335;135;1
10;349;142;1
95;301;134;1
117;61;31;1
122;118;20;1
141;350;135;1
303;431;59;1
342;165;111;1
168;5;30;1
150;349;44;1
254;267;46;1
101;136;145;1
427;88;115;1
352;431;81;1
400;349;109;1
196;67;142;1
103;114;130;1
251;92;28;1
154;4;80;1
126;168;111;1
216;187;161;1
111;336;82;1
202;143;7;1
357;98;58;1
109;113;132;1
102;170;42;1
345;138;12;1
219;219;19;1
188;431;9;1
391;101;56;1
111;306;138;1
10;91;140;1
108;60;145;1
357;434;106;1
101;102;59;1
347;52;118;1
402;197;121;1
199;355;137;1
114;181;40;1
111;248;36;1
201;333;64;1
148;109;164;1
374;431;81;1
339;107;83;1
318;345;64;1
38;27;155;1
122;273;73;1
113;260;159;1
382;317;9;1
134;348;116;1
356;216;144;1
98;110;69;1
108;226;143;1
93;313;43;1
418;315;154;1
134;298;82;1
352;421;82;1
34;136;115;1
102;244;145;1
362;431;134;1
75;433;138;1
68;86;41;1
332;128;131;1
105;39;144;1
316;110;140;1
48;401;167;1
345;27;143;1
426;267;86;1
299;302;165;1
193;238;95;1
374;254;9;1
74;109;117;1
302;261;115;1
114;114;42;1
423;311;100;1
321;226;139;1
94;388;43;1
311;178;141;1
12;254;70;1
413;108;87;1
376;93;72;1
255;127;118;1
98;7;18;1
96;408;20;1
57;170;134;1
243;227;42;1
197;175;69;1
203;108;118;1
139;99;87;1
200;101;88;1
242;267;57;1
297;215;21;1
309;430;138;1
132;142;41;1
120;158;138;1
87;312;130;1
255;338;46;1
387;175;143;1
181;102;83;1
186;431;108;1
73;220;154;1
311;89;106;1
406;331;12;1
163;256;105;1
323;431;40;1
167;270;140;1
27;346;83;1
224;198;158;1
338;221;165;1
13;422;90;1
169;119;56;1
426;335;142;1
160;410;113;1
103;178;45;1
149;220;57;1
384;2;29;1
189;281;33;1
322;137;41;1
56;251;114;1
255;99;143;1
335;129;67;1
107;304;130;1
315;93;69;1
395;96;55;1
133;107;94;1
394;402;165;1
376;97;80;1
383;93;114;1
88;80;116;1
25;178;118;1
176;299;159;1
345;85;36;1
318;120;24;1
247;268;112;1
90;431;17;1
428;434;135;1
431;247;24;1
302;431;163;1
81;210;34;1
137;179;71;1
119;346;17;1
111;111;46;1
302;262;114;1
72;116;134;1
179;272;123;1
124;186;45;1
39;191;24;1
330;431;107;1
201;39;136;1
375;343;130;1
318;90;31;1
197;117;39;1
318;176;19;1
93;87;134;1
379;386;18;1
104;103;136;1
107;431;128;1
26;431;140;1
130;320;15;1
381;416;103;1
103;93;136;1
177;232;56;1
383;127;92;1
13;153;165;1
26;434;77;1
78;320;20;1
120;88;92;1
271;148;114;1
266;89;106;1
16;23;63;1
87;135;156;1
387;87;6;1
84;204;66;1
402;400;5;1
109;121;115;1
295;103;94;1
226;104;82;1
70;158;159;1
345;109;155;1
392;101;140;1
385;400;67;1
42;108;89;1
201;411;67;1
161;119;80;1
272;303;90;1
134;109;59;1
325;113;154;1
300;275;128;1
258;265;106;1
95;331;89;1
247;87;75;1
37;220;54;1
129;282;71;1
102;107;17;1
351;269;71;1
83;164;96;1
399;431;125;1
85;107;93;1
123;74;140;1
96;245;18;1
202;114;68;1
56;167;30;1
235;427;156;1
276;241;11;1
159;190;152;1
123;305;69;1
29;131;143;1
311;97;47;1
345;119;14;1
86;335;30;1
100;311;96;1
99;308;35;1
126;45;114;1
174;244;86;1
277;378;37;1
246;234;31;1
299;100;67;1
408;408;65;1
98;109;65;1
96;218;167;1
114;339;55;1
306;227;131;1
425;108;69;1
105;9;156;1
326;47;47;1
214;206;93;1
302;433;110;1
37;29;91;1
97;98;40;1
257;429;121;1
106;138;129;1
345;243;119;1
426;232;42;1
203;113;93;1
414;318;145;1
124;166;64;1
381;106;131;1
96;72;119;1
170;306;14;1
306;411;139;1
302;348;11;1
334;356;22;1
268;422;154;1
222;246;133;1
231;74;136;1
95;404;67;1
204;1;116;1
266;82;66;1
132;28;101;1
25;96;93;1
356;91;70;1
143;92;116;1
257;310;115;1
193;248;146;1
93;181;57;1
377;12;102;1
48;264;18;1
197;128;66;1
424;187;21;1
429;88;141;1
92;87;84;1
212;287;44;1
111;349;162;1
186;134;39;1
137;316;103;1
385;131;94;1
297;128;155;1
111;321;45;1
99;111;69;1
103;371;142;1
93;431;16;1
357;402;160;1
118;380;123;1
83;88;109;1
218;222;115;1
204;322;135;1
128;7;132;1
96;434;128;1
93;353;111;1
191;303;63;1
141;298;131;1
87;412;111;1
84;432;10;1
222;317;136;1
131;420;19;1
132;253;45;1
155;375;23;1
83;121;111;1
29;103;162;1
415;244;106;1
186;86;85;1
200;277;58;1
133;124;45;1
112;432;106;1
186;399;143;1
344;63;22;1
417;242;160;1
263;103;108;1
114;341;92;1
305;249;85;1
315;395;43;1
255;322;61;1
168;300;127;1
310;249;133;1
324;302;148;1
393;317;43;1
349;372;136;1
312;20;161;1
391;29;23;1
302;322;7;1
76;124;134;1
348;105;94;1
396;232;33;1
97;106;71;1
8;401;115;1
336;431;53;1
346;259;57;1
173;118;136;1
311;387;97;1
90;140;78;1
125;21;113;1
418;247;6;1
137;117;40;1
415;243;151;1
310;186;81;1
258;253;33;1
98;203;45;1
260;32;109;1
77;64;90;1
119;199;104;1
277;398;20;1
230;399;103;1
196;86;60;1
406;183;93;1
131;406;80;1
187;163;135;1
259;256;111;1
95;52;141;1
45;150;43;1
351;383;81;1
393;322;130;1
267;111;15;1
143;340;33;1
310;183;57;1
153;16;33;1
361;200;114;1
144;131;60;1
399;211;19;1
388;247;83;1
306;343;57;1
8;157;160;1
431;203;159;1
108;261;129;1
345;312;119;1
12;282;67;1
102;92;48;1
199;310;95;1
30;102;59;1
88;88;8;1
411;425;29;1
81;380;105;1
320;131;10;1
87;136;27;1
343;220;83;1
231;151;10;1
431;97;11;1
351;141;11;1
54;191;24;1
246;85;145;1
231;109;9;1
355;130;67;1
5;369;141;1
130;362;75;1
402;312;111;1
124;203;156;1
5;318;154;1
89;138;15;1
322;155;142;1
90;430;153;1
110;431;158;1
148;102;118;1
262;183;92;1
419;127;128;1
89;111;91;1
88;101;140;1
50;139;117;1
90;258;101;1
225;87;14;1
89;422;74;1
389;8;140;1
151;413;79;1
126;412;140;1
49;311;20;1
411;431;140;1
164;47;142;1
3;158;116;1
54;243;79;1
406;178;2;1
330;156;161;1
404;32;99;1
282;116;110;1
277;325;46;1
221;229;102;1
404;183;113;1
201;356;60;1
233;114;69;1
109;89;143;1
133;417;45;1
229;261;107;1
166;166;90;1
15;259;129;1
417;295;135;1
373;387;109;1
113;137;141;1
345;7;108;1
409;203;90;1
178;102;42;1
108;104;36;1
83;344;91;1
124;247;140;1
428;258;95;1
198;311;140;1
140;321;156;1
128;323;7;1
133;137;70;1
130;81;139;1
90;124;89;1
124;204;146;1
277;139;118;1
403;265;149;1
260;121;42;1
309;196;136;1
194;431;58;1
237;425;124;1
381;277;85;1
25;408;69;1
198;210;125;1
411;275;111;1
337;155;108;1
400;343;93;1
137;14;22;1
388;34;103;1
119;56;32;1
271;431;159;1
309;228;121;1
347;312;116;1
97;12;1;1
317;111;139;1
124;131;15;1
431;272;91;1
371;106;34;1
26;28;145;1
400;258;135;1
264;192;132;1
386;100;100;1
103;338;165;1
240;253;69;1
278;314;144;1
345;431;46;1
402;131;136;1
317;431;164;1
180;239;130;1
395;36;153;1
128;135;84;1
194;192;14;1
204;8;79;1
381;416;67;1
385;7;89;1
149;43;58;1
298;251;161;1
247;103;163;1
91;322;57;1
310;295;31;1
334;214;116;1
101;413;43;1
431;86;15;1
8;37;163;1
146;343;12;1
345;125;66;1
309;105;133;1
202;194;44;1
323;351;58;1
159;339;135;1
417;305;156;1
332;238;142;1
278;130;39;1
140;1;94;1
317;116;15;1
47;431;130;1
203;44;144;1
417;108;140;1
83;217;160;1
12;78;90;1
189;51;29;1
386;82;159;1
196;87;74;1
49;62;7;1
96;406;47;1
88;312;111;1
383;272;124;1
141;55;163;1
309;29;163;1
111;315;145;1
65;18;130;1
28;367;116;1
262;89;159;1
244;343;160;1
35;49;41;1
123;218;122;1
187;72;111;1
87;68;92;1
97;45;88;1
71;89;131;1
116;129;102;1
159;79;103;1
182;269;34;1
31;116;67;1
307;265;48;1
309;313;32;1
245;71;92;1
102;349;36;1
243;103;108;1
422;411;141;1
415;424;41;1
118;314;33;1
428;129;163;1
161;153;93;1
348;431;142;1
16;109;6;1
92;340;156;1
391;125;118;1
96;87;152;1
431;110;134;1
93;273;139;1
24;324;30;1
107;216;64;1
124;151;117;1
65;432;162;1
250;155;119;1
140;172;142;1
30;112;138;1
239;420;44;1
28;375;67;1
199;146;21;1
48;340;42;1
204;409;37;1
146;32;115;1
412;410;6;1
335;399;115;1
62;341;43;1
90;110;122;1
315;243;116;1
405;373;41;1
197;124;95;1
423;100;110;1
191;102;57;1
186;431;19;1
369;137;19;1
274;432;81;1
113;100;64;1
210;121;81;1
431;86;88;1
105;31;118;1
179;434;136;1
404;300;20;1
88;212;132;1
142;319;89;1
234;250;58;1
352;316;31;1
365;114;56;1
124;158;85;1
154;46;84;1
32;3;18;1
5;344;107;1
212;199;30;1
225;122;125;1
389;403;152;1
21;104;91;1
95;193;58;1
133;78;57;1
267;431;106;1
309;247;116;1
358;95;17;1
232;128;129;1
411;37;68;1
389;431;43;1
372;186;159;1
113;62;16;1
75;147;109;1
195;85;91;1
101;337;55;1
315;348;94;1
387;240;33;1
269;234;164;1
29;79;146;1
315;110;46;1
346;431;69;1
171;160;16;1
96;219;65;1
124;300;162;1
428;274;157;1
303;269;112;1
75;96;64;1
141;164;141;1
14;137;43;1
175;118;160;1
117;110;19;1
339;187;145;1
189;301;7;1
51;143;167;1
18;322;128;1
351;122;141;1
137;81;44;1
92;252;95;1
356;165;16;1
138;323;117;1
341;131;54;1
232;401;113;1
219;118;39;1
92;431;158;1
282;358;44;1
92;428;13;1
124;282;166;1
307;89;118;1
109;102;45;1
380;319;19;1
71;377;139;1
306;434;61;1
124;2;31;1
58;339;43;1
406;390;89;1
152;143;163;1
140;167;121;1
14;263;41;1
320;345;139;1
241;137;124;1
91;410;164;1
182;206;135;1
305;137;97;1
83;394;133;1
5;114;165;1
182;214;79;1
3;382;115;1
80;371;162;1
334;366;147;1
305;99;162;1
221;310;144;1
149;133;18;1
245;243;6;1
409;386;47;1
135;346;142;1
149;161;14;1
400;255;117;1
318;199;16;1
388;428;105;1
343;127;11;1
132;253;43;1
134;65;6;1
103;113;19;1
375;416;92;1
344;204;160;1
129;87;157;1
223;40;50;1
90;301;133;1
127;325;54;1
270;257;81;1
230;177;11;1
256;434;134;1
107;330;39;1
404;277;16;1
27;128;92;1
229;85;156;1
409;406;29;1
242;353;68;1
349;203;162;1
346;319;43;1
110;376;69;1
54;342;140;1
134;313;14;1
356;114;56;1
420;173;116;1
80;87;59;1
136;158;24;1
45;404;128;1
117;431;67;1
154;431;84;1
412;182;22;1
91;223;119;1
256;431;81;1
366;122;56;1
241;98;43;1
264;273;107;1
174;21;92;1
298;204;140;1
71;131;71;1
321;10;118;1
122;375;113;1
398;244;30;1
103;386;45;1
195;92;67;1
48;177;94;1
118;1;111;1
318;347;157;1
365;73;24;1
400;88;91;1
318;97;45;1
148;10;116;1
338;14;17;1
374;277;9;1
109;98;24;1
350;400;163;1
431;110;42;1
265;400;136;1
137;316;163;1
204;354;112;1
230;339;20;1
325;26;144;1
185;107;163;1
322;310;120;1
428;434;100;1
369;100;137;1
67;190;96;1
174;193;33;1
341;97;92;1
267;297;39;1
72;79;158;1
126;182;46;1
98;178;48;1
95;280;159;1
240;296;141;1
103;6;74;1
192;318;125;1
380;427;39;1
395;416;34;1
222;297;104;1
216;372;93;1
234;248;22;1
132;350;65;1
26;431;92;1
429;350;44;1
423;431;117;1
405;243;122;1
125;319;47;1
336;306;120;1
188;431;5;1
256;316;17;1
23;407;84;1
313;268;139;1
127;49;118;1
94;91;32;1
72;111;156;1
257;233;6;1
226;183;55;1
114;264;112;1
135;129;82;1
230;101;159;1
253;175;113;1
133;239;22;1
314;260;22;1
137;190;14;1
341;73;145;1
389;139;78;1
114;353;93;1
191;131;67;1
165;186;58;1
130;82;141;1
270;190;19;1
352;223;67;1
179;413;130;1
409;96;49;1
124;145;67;1
394;221;138;1
109;3;112;1
308;123;86;1
356;89;43;1
232;76;46;1
26;93;42;1
135;395;19;1
16;331;15;1
325;325;58;1
149;17;66;1
260;88;63;1
163;399;5;1
362;142;140;1
103;343;60;1
405;100;19;1
135;91;50;1
304;403;141;1
389;400;158;1
170;59;70;1
91;11;117;1
230;197;138;1
336;86;81;1
116;143;164;1
34;201;164;1
358;78;106;1
381;128;81;1
243;271;83;1
126;335;158;1
299;401;110;1
316;320;18;1
189;106;122;1
221;240;56;1
141;166;3;1
234;431;114;1
95;4;20;1
251;431;64;1
123;131;122;1
30;266;19;1
194;5;95;1
157;95;66;1
377;108;120;1
78;279;161;1
324;94;138;1
139;111;161;1
386;310;158;1
258;68;116;1
178;254;144;1
367;173;119;1
116;86;114;1
306;433;37;1
429;161;32;1
120;384;95;1
429;89;89;1
347;254;31;1
107;20;108;1
30;8;93;1
131;420;16;1
141;415;17;1
351;431;104;1
306;105;105;1
358;133;9;1
237;312;17;1
177;431;12;1
15;280;69;1
317;154;139;1
320;123;117;1
248;305;33;1
72;318;134;1
171;170;139;1
318;178;79;1
321;203;73;1
97;266;66;1
135;204;39;1
150;371;36;1
353;412;32;1
137;388;46;1
141;143;14;1
424;378;140;1
194;216;166;1
54;27;93;1
244;315;166;1
106;426;87;1
228;105;44;1
314;98;45;1
102;305;92;1
89;311;85;1
407;201;31;1
100;308;17;1
112;95;70;1
351;258;44;1
42;376;142;1
270;140;144;1
97;99;144;1
56;225;156;1
100;408;93;1
271;206;162;1
52;102;14;1
171;310;56;1
4;406;64;1
269;434;86;1
213;366;156;1
151;309;48;1
177;431;161;1
255;403;46;1
133;392;66;1
180;122;120;1
85;433;56;1
122;128;79;1
401;101;35;1
83;206;164;1
274;432;128;1
304;175;67;1
233;221;142;1
67;91;78;1
212;336;164;1
96;242;20;1
399;92;68;1
335;137;106;1
303;300;149;1
273;417;94;1
303;109;57;1
350;350;16;1
87;118;138;1
34;234;67;1
91;88;43;1
164;103;143;1
95;234;144;1
118;94;128;1
139;93;108;1
256;176;159;1
345;353;141;1
407;104;40;1
308;143;65;1
195;79;163;1
111;334;78;1
8;135;48;1
242;139;71;1
122;318;66;1
355;204;117;1
334;103;162;1
138;408;43;1
318;177;25;1
318;431;33;1
73;200;107;1
318;91;141;1
108;335;65;1
419;308;163;1
39;316;9;1
55;154;136;1
260;189;60;1
186;75;159;1
131;304;146;1
113;103;73;1
247;321;54;1
137;87;160;1
87;67;32;1
278;382;93;1
301;410;0;1
46;4;103;1
226;197;81;1
346;270;141;1
28;191;25;1
142;123;38;1
131;10;119;1
306;243;6;1
12;405;135;1
47;387;17;1
27;3;142;1
388;151;67;1
238;198;158;1
53;403;55;1
103;316;84;1
350;124;23;1
72;16;46;1
29;317;37;1
355;218;10;1
88;251;131;1
165;98;49;1
253;111;161;1
150;149;23;1
426;364;162;1
415;314;17;1
30;203;120;1
431;422;89;1
13;375;157;1
98;120;47;1
92;338;158;1
142;67;112;1
194;98;68;1
185;141;163;1
70;95;40;1
349;102;142;1
277;410;101;1
295;134;114;1
180;407;65;1
264;308;159;1
142;316;72;1
253;117;117;1
355;138;105;1
421;297;162;1
175;138;118;1
86;431;13;1
387;308;160;1
72;431;91;1
62;357;7;1
224;69;18;1
132;111;67;1
176;269;165;1
391;359;68;1
340;232;103;1
104;126;24;1
268;67;104;1
130;217;84;1
111;26;11;1
389;188;17;1
135;95;97;1
73;48;20;1
3;350;132;1
401;44;48;1
340;357;80;1
261;101;81;1
310;273;8;1
107;305;65;1
112;37;19;1
88;269;164;1
358;323;70;1
387;127;165;1
93;350;167;1
94;390;44;1
89;120;159;1
44;391;50;1
143;431;17;1
84;413;67;1
392;39;159;1
41;344;87;1
329;19;21;1
104;376;85;1
349;28;93;1
272;325;41;1
431;408;17;1
18;431;105;1
404;374;71;1
214;206;163;1
104;308;40;1
138;277;165;1
149;110;61;1
402;97;9;1
12;304;121;1
155;50;81;1
143;130;20;1
77;92;69;1
136;116;117;1
310;433;31;1
274;239;32;1
425;373;38;1
424;86;62;1
84;389;158;1
232;140;22;1
358;374;167;1
307;124;87;1
135;220;120;1
159;148;140;1
142;108;131;1
375;378;138;1
425;134;161;1
10;171;138;1
90;54;120;1
67;161;119;1
87;94;92;1
334;3;47;1
9;378;16;1
307;237;20;1
82;96;8;1
174;433;124;1
126;431;117;1
170;204;1;1
112;300;134;1
159;374;155;1
255;110;74;1
312;106;92;1
396;131;106;1
103;317;126;1
95;362;98;1
142;420;8;1
355;244;35;1
158;154;126;1
38;38;80;1
259;431;31;1
153;327;94;1
101;317;42;1
126;380;154;1
113;321;91;1
111;164;104;1
108;23;106;1
398;323;56;1
106;39;118;1
376;189;20;1
160;316;46;1
235;274;63;1
275;420;71;1
92;204;7;1
244;261;8;1
141;47;73;1
142;238;78;1
282;173;130;1
414;259;71;1
88;197;134;1
330;396;56;1
135;431;136;1
102;100;22;1
331;338;114;1
109;157;43;1
87;431;112;1
210;112;42;1
308;92;117;1
251;310;131;1
304;217;117;1
304;220;92;1
67;366;12;1
169;271;53;1
122;108;93;1
309;204;56;1
37;230;93;1
13;321;65;1
362;90;85;1
72;133;115;1
311;149;158;1
59;214;116;1
120;206;115;1
108;434;82;1
91;431;131;1
319;72;122;1
269;199;159;1
257;6;70;1
247;416;0;1
219;130;20;1
177;169;95;1
428;303;141;1
247;377;88;1
313;107;134;1
428;202;42;1
128;222;48;1
98;431;115;1
277;430;8;1
347;434;35;1
23;277;19;1
247;40;120;1
105;253;55;1
102;321;165;1
305;431;118;1
129;99;160;1
104;102;38;1
204;91;105;1
355;84;43;1
86;431;12;1
399;419;137;1
256;431;8;1
84;123;22;1
98;307;39;1
362;42;121;1
93;355;116;1
399;197;137;1
245;85;68;1
330;95;67;1
5;151;167;1
17;128;56;1
112;113;13;1
375;412;66;1
185;192;119;1
249;102;158;1
411;423;142;1
24;102;8;1
34;320;9;1
402;275;66;1
173;298;21;1
418;434;38;1
313;406;88;1
134;388;51;1
86;342;119;1
7;100;156;1
125;372;117;1
354;117;20;1
85;431;85;1
89;141;146;1
428;250;23;1
399;174;56;1
261;160;17;1
397;25;8;1
135;408;158;1
96;416;31;1
199;413;126;1
189;249;40;1
118;225;37;1
347;325;96;1
16;388;6;1
86;142;140;1
275;169;131;1
98;273;84;1
421;199;62;1
356;141;71;1
99;431;155;1
52;92;121;1
243;94;142;1
236;420;138;1
338;117;153;1
90;420;158;1
80;318;164;1
204;233;82;1
38;33;34;1
324;324;105;1
140;425;21;1
110;424;20;1
72;92;68;1
306;431;151;1
309;271;100;1
156;316;166;1
99;417;92;1
381;396;91;1
237;412;157;1
123;7;81;1
378;100;105;1
43;122;105;1
110;66;159;1
114;221;39;1
381;85;134;1
100;89;61;1
260;108;102;1
375;197;140;1
405;252;54;1
344;325;31;1
206;396;21;1
8;132;116;1
130;344;14;1
409;375;154;1
170;312;70;1
105;270;93;1
35;370;165;1
19;367;19;1
151;116;156;1
87;194;87;1
15;142;113;1
133;67;81;1
75;343;40;1
348;80;19;1
213;134;15;1
338;353;49;1
339;385;128;1
5;158;20;1
346;51;140;1
318;228;0;1
429;115;57;1
384;337;43;1
106;203;119;1
380;106;21;1
329;71;118;1
78;307;145;1
167;172;67;1
370;98;164;1
348;175;8;1
397;109;31;1
247;61;17;1
355;303;46;1
97;174;90;1
380;102;80;1
308;257;102;1
421;431;32;1
232;57;76;1
334;39;108;1
336;110;150;1
104;239;167;1
304;374;69;1
213;177;66;1
89;100;37;1
5;126;133;1
258;113;38;1
324;19;116;1
318;219;122;1
111;123;115;1
335;336;38;1
134;44;12;1
234;195;142;1
163;312;116;1
271;255;37;1
399;431;103;1
75;85;32;1
242;431;88;1
135;431;137;1
14;266;42;1
18;337;19;1
254;227;45;1
231;165;164;1
270;125;19;1
114;363;87;1
378;28;7;1
103;275;58;1
202;124;60;1
382;415;104;1
48;167;21;1
46;130;162;1
82;324;71;1
117;110;108;1
40;95;154;1
114;164;20;1
407;124;117;1
104;96;164;1
397;109;127;1
358;374;122;1
232;126;144;1
175;431;18;1
143;123;68;1
61;349;63;1
113;431;92;1
2;103;68;1
110;2;112;1
268;254;155;1
101;250;115;1
197;3;17;1
401;396;101;1
374;52;115;1
108;434;131;1
302;228;91;1
368;122;42;1
196;204;69;1
180;298;102;1
140;272;119;1
305;94;16;1
111;339;68;1
356;433;54;1
252;89;104;1
111;268;68;1
419;394;110;1
170;112;115;1
413;276;6;1
384;184;163;1
431;308;160;1
346;128;90;1
332;187;139;1
400;346;70;1
200;181;1;1
62;78;76;1
129;317;72;1
400;28;81;1
386;349;162;1
156;154;146;1
18;234;107;1
136;124;43;1
274;18;120;1
228;308;142;1
428;431;6;1
274;335;7;1
127;356;32;1
247;83;70;1
277;193;16;1
218;91;120;1
342;116;105;1
224;104;72;1
29;369;146;1
93;255;153;1
196;330;145;1
194;319;69;1
105;307;121;1
204;389;165;1
250;94;141;1
46;388;112;1
127;87;12;1
81;337;117;1
164;219;163;1
107;263;69;1
52;31;47;1
70;370;113;1
252;89;155;1
277;195;41;1
33;112;120;1
19;108;129;1
138;317;57;1
98;55;94;1
307;118;116;1
95;368;93;1
200;195;101;1
102;182;69;1
111;355;112;1
226;248;63;1
386;2;139;1
353;302;113;1
138;40;49;1
240;136;87;1
95;52;20;1
255;412;87;1
49;70;161;1
113;134;122;1
113;180;140;1
265;400;43;1
269;299;21;1
53;93;57;1
126;178;114;1
85;68;20;1
275;240;34;1
166;118;56;1
3;6;104;1
97;203;91;1
318;12;142;1
114;431;22;1
211;189;65;1
348;233;153;1
101;430;41;1
430;388;81;1
90;250;32;1
93;340;159;1
302;108;40;1
127;346;39;1
139;81;69;1
349;61;67;1
344;137;0;1
140;339;32;1
353;375;113;1
339;129;127;1
400;101;106;1
355;330;13;1
155;127;67;1
258;312;32;1
124;231;19;1
103;406;162;1
229;161;38;1
90;391;139;1
263;426;56;1
347;134;116;1
412;323;66;1
243;86;117;1
21;356;17;1
359;327;163;1
117;103;141;1
318;111;164;1
126;124;30;1
233;220;17;1
124;221;142;1
365;137;124;1
342;122;145;1
299;276;47;1
85;382;125;1
23;59;139;1
322;107;135;1
96;170;106;1
103;186;69;1
346;163;110;1
164;317;41;1
76;78;162;1
272;431;130;1
344;132;143;1
216;367;92;1
325;101;17;1
225;104;109;1
87;347;82;1
97;431;140;1
136;338;138;1
244;85;135;1
39;316;6;1
141;190;161;1
315;167;142;1
383;235;164;1
89;156;138;1
110;25;71;1
88;346;44;1
308;164;47;1
349;171;160;1
10;74;113;1
382;197;22;1
414;422;108;1
201;404;151;1
157;107;111;1
189;25;113;1
136;203;23;1
92;41;90;1
346;155;96;1
228;1;151;1
85;352;58;1
269;323;22;1
346;45;10;1
195;429;26;1
374;259;28;1
316;380;89;1
245;178;158;1
125;314;80;1
106;397;136;1
102;310;115;1
180;268;34;1
123;203;13;1
61;70;61;1
239;204;81;1
104;114;86;1
92;100;141;1
255;275;154;1
120;376;64;1
105;204;90;1
309;95;63;1
118;346;160;1
322;329;93;1
259;319;107;1
306;113;24;1
406;302;120;1
259;10;32;1
322;106;137;1
5;44;39;1
92;142;15;1
399;321;56;1
339;122;56;1
42;350;115;1
414;109;133;1
315;126;162;1
50;58;18;1
122;50;66;1
351;130;43;1
31;55;21;1
242;356;35;1
424;365;42;1
308;107;8;1
200;101;80;1
99;110;131;1
356;91;79;1
232;339;117;1
121;323;93;1
390;247;103;1
143;259;79;1
10;214;23;1
135;274;95;1
138;319;92;1
343;393;163;1
