i;j;t;demand
127;89;146;1
127;96;6;1
127;102;121;1
127;105;66;1
127;127;86;1
127;143;158;1
127;176;111;1
127;214;47;1
127;222;91;1
127;242;68;1
127;308;144;1
127;316;6;1
127;317;138;1
127;320;138;1
127;333;160;1
127;341;58;1
127;346;136;1
127;356;84;1
127;374;69;1
127;376;138;1
127;388;155;1
127;399;165;1
127;417;146;1
127;429;114;1
128;5;11;1
128;14;21;1
128;65;91;1
128;93;38;1
128;95;63;1
128;119;137;1
128;141;134;1
128;152;91;1
128;153;141;1
128;217;138;1
128;232;90;1
128;275;116;1
128;275;144;1
128;302;38;1
128;341;48;1
128;341;159;1
128;373;96;1
128;431;164;1
129;29;117;1
129;62;57;1
129;102;142;1
129;108;118;1
129;125;116;1
129;142;23;1
129;176;60;1
129;185;94;1
129;188;147;1
129;199;134;1
129;210;95;1
129;226;68;1
129;253;106;1
129;322;68;1
129;330;164;1
129;338;13;1
129;412;22;1
129;417;104;1
129;431;9;1
129;431;87;1
130;44;112;1
130;61;63;1
130;106;117;1
130;117;145;1
130;118;18;1
130;136;45;1
130;141;10;1
130;146;140;1
130;188;65;1
130;202;69;1
130;251;31;1
130;275;41;1
130;306;44;1
130;311;140;1
130;321;44;1
130;322;81;1
130;325;139;1
130;349;166;1
130;390;44;1
130;417;46;1
130;417;61;1
130;431;8;1
131;34;106;1
131;47;23;1
131;70;43;1
131;88;112;1
131;96;127;1
131;102;46;1
131;108;60;1
131;111;144;1
131;114;41;1
131;117;158;1
131;244;91;1
131;244;125;1
131;250;57;1
131;309;114;1
131;310;44;1
131;323;46;1
131;331;19;1
131;342;117;1
131;369;42;1
131;374;109;1
131;380;24;1
131;417;0;1
131;424;48;1
131;431;90;1
132;12;163;1
132;31;116;1
132;66;20;1
132;105;133;1
132;143;148;1
132;151;136;1
132;161;165;1
132;171;121;1
132;176;64;1
132;185;110;1
132;303;167;1
132;322;91;1
132;381;161;1
132;393;66;1
132;409;115;1
133;43;160;1
133;48;166;1
133;57;72;1
133;59;163;1
133;61;24;1
133;66;37;1
133;81;66;1
133;84;40;1
133;95;58;1
133;95;164;1
133;107;141;1
133;108;121;1
133;128;15;1
133;134;90;1
133;138;108;1
133;142;64;1
133;177;159;1
133;187;135;1
133;222;96;1
133;302;142;1
133;317;65;1
133;332;166;1
133;340;21;1
133;343;40;1
133;346;59;1
133;356;113;1
133;362;162;1
133;395;146;1
133;426;115;1
134;12;14;1
134;73;68;1
134;108;11;1
134;111;114;1
134;111;154;1
134;119;14;1
134;129;41;1
134;138;166;1
134;163;17;1
134;181;158;1
134;192;10;1
134;196;35;1
134;248;69;1
134;280;68;1
134;318;58;1
134;329;110;1
135;6;71;1
135;26;134;1
135;70;116;1
135;86;43;1
135;89;134;1
135;101;66;1
135;105;160;1
135;124;146;1
135;130;54;1
135;132;147;1
135;163;167;1
135;220;102;1
135;274;159;1
135;310;16;1
135;403;19;1
136;41;40;1
136;68;136;1
136;79;144;1
136;91;166;1
136;92;139;1
136;95;91;1
136;104;143;1
136;105;105;1
136;109;22;1
136;113;43;1
136;181;49;1
136;204;21;1
136;273;165;1
136;275;21;1
136;319;157;1
136;321;93;1
136;344;6;1
136;401;154;1
136;431;54;1
136;431;148;1
137;6;21;1
137;17;12;1
137;20;92;1
137;24;94;1
137;27;40;1
137;61;45;1
137;84;142;1
137;95;113;1
137;105;89;1
137;120;163;1
137;122;85;1
137;138;43;1
137;138;92;1
137;164;58;1
137;172;69;1
137;186;163;1
137;203;93;1
137;212;50;1
137;220;85;1
137;270;80;1
137;344;141;1
137;364;31;1
137;374;106;1
137;380;117;1
137;410;84;1
137;418;90;1
138;56;69;1
138;59;15;1
138;78;138;1
138;90;34;1
138;93;12;1
138;93;89;1
138;102;117;1
138;113;140;1
138;118;20;1
138;133;137;1
138;135;165;1
138;155;140;1
138;176;20;1
138;176;70;1
138;190;96;1
138;193;92;1
138;201;144;1
138;202;46;1
138;254;147;1
138;263;167;1
138;335;70;1
138;339;150;1
138;341;107;1
138;352;166;1
138;394;139;1
138;431;45;1
139;4;113;1
139;14;130;1
139;29;131;1
139;48;116;1
139;86;20;1
139;92;80;1
139;107;159;1
139;122;144;1
139;127;90;1
139;214;93;1
139;238;51;1
139;306;88;1
139;318;66;1
139;373;42;1
139;423;142;1
139;433;53;1
140;11;45;1
140;64;28;1
140;74;41;1
140;96;84;1
140;97;71;1
140;105;118;1
140;148;165;1
140;182;114;1
140;189;117;1
140;204;63;1
140;233;152;1
140;255;100;1
140;321;161;1
140;357;159;1
140;413;132;1
140;431;139;1
141;49;118;1
141;84;132;1
141;92;23;1
141;107;119;1
141;114;164;1
141;130;81;1
141;147;164;1
141;177;74;1
141;215;116;1
141;256;70;1
141;308;132;1
141;328;96;1
141;335;39;1
141;345;156;1
141;410;146;1
141;420;116;1
142;12;108;1
142;33;162;1
142;39;69;1
142;95;159;1
142;108;21;1
142;113;142;1
142;122;65;1
142;123;138;1
142;139;92;1
142;163;166;1
142;165;64;1
142;182;109;1
142;268;9;1
142;272;69;1
142;313;112;1
142;323;79;1
142;332;43;1
142;352;117;1
142;401;161;1
142;431;116;1
143;1;136;1
143;13;60;1
143;87;63;1
143;89;41;1
143;97;29;1
143;98;116;1
143;99;131;1
143;103;91;1
143;107;39;1
143;125;37;1
143;126;38;1
143;129;151;1
143;142;17;1
143;185;165;1
143;198;19;1
143;203;20;1
143;204;48;1
143;277;142;1
143;363;82;1
143;378;24;1
143;431;38;1
143;431;118;1
144;12;115;1
144;46;131;1
144;67;31;1
145;38;38;1
146;5;113;1
146;6;68;1
146;8;16;1
146;38;44;1
146;55;45;1
146;116;90;1
146;158;30;1
147;3;34;1
147;9;121;1
147;74;33;1
147;139;21;1
147;146;126;1
148;6;113;1
148;45;115;1
148;110;61;1
148;193;112;1
148;206;80;1
148;318;143;1
148;320;32;1
148;348;19;1
149;3;81;1
149;26;88;1
149;69;56;1
149;118;31;1
149;143;94;1
149;151;133;1
149;431;30;1
150;9;136;1
150;22;68;1
150;56;56;1
150;64;153;1
150;129;90;1
150;198;1;1
150;331;156;1
150;422;57;1
151;26;140;1
151;29;81;1
151;70;33;1
151;73;153;1
151;131;19;1
151;138;151;1
151;196;46;1
151;407;43;1
152;66;56;1
152;111;65;1
152;121;86;1
152;178;134;1
152;321;59;1
152;363;67;1
152;369;96;1
153;186;143;1
153;194;142;1
153;210;97;1
153;327;61;1
154;39;69;1
154;60;159;1
154;78;69;1
154;98;110;1
154;123;129;1
154;133;143;1
154;136;23;1
154;140;15;1
154;141;86;1
154;143;7;1
154;148;60;1
154;226;24;1
155;13;87;1
155;158;162;1
155;314;23;1
155;383;77;1
156;13;89;1
156;47;33;1
156;61;33;1
156;62;100;1
156;96;158;1
156;130;159;1
156;230;107;1
156;302;22;1
156;335;166;1
156;378;121;1
156;431;103;1
157;53;150;1
157;141;84;1
157;345;54;1
157;419;161;1
157;431;35;1
158;5;115;1
158;127;20;1
158;140;116;1
158;159;23;1
158;159;71;1
158;185;16;1
158;226;12;1
159;90;20;1
159;135;18;1
159;138;36;1
159;141;93;1
159;148;69;1
159;157;83;1
159;167;22;1
159;343;154;1
159;431;34;1
160;107;82;1
160;195;47;1
160;199;20;1
160;216;165;1
160;221;164;1
160;246;19;1
160;301;68;1
160;309;65;1
160;336;59;1
161;108;131;1
161;173;127;1
161;194;144;1
161;214;44;1
161;255;112;1
162;277;46;1
162;358;35;1
162;434;127;1
163;61;143;1
163;105;104;1
163;131;85;1
163;174;147;1
163;185;105;1
163;202;22;1
163;243;86;1
163;282;144;1
163;296;93;1
163;406;30;1
163;422;53;1
164;17;23;1
164;26;116;1
164;86;68;1
164;125;116;1
164;193;43;1
164;312;163;1
164;322;134;1
164;327;93;1
164;356;118;1
164;408;119;1
164;431;56;1
165;51;55;1
165;51;112;1
165;275;104;1
165;295;18;1
165;308;57;1
165;335;36;1
165;352;154;1
165;367;90;1
165;411;143;1
165;431;6;1
165;433;7;1
166;92;60;1
166;219;66;1
167;97;70;1
167;103;159;1
167;110;7;1
167;127;141;1
167;143;33;1
167;247;73;1
167;303;157;1
167;380;41;1
167;380;138;1
168;83;53;1
168;102;155;1
168;103;135;1
168;122;19;1
168;130;66;1
168;174;42;1
168;244;160;1
168;250;128;1
168;299;43;1
168;357;66;1
168;357;132;1
168;431;154;1
169;83;120;1
169;91;121;1
169;121;49;1
169;190;102;1
169;190;128;1
169;300;87;1
169;312;161;1
169;320;23;1
169;321;96;1
169;334;80;1
169;378;138;1
169;431;139;1
170;73;115;1
170;84;105;1
170;103;8;1
170;117;101;1
170;170;67;1
170;178;10;1
170;196;32;1
170;200;108;1
170;234;101;1
170;248;114;1
170;255;163;1
170;335;78;1
170;424;152;1
170;426;120;1
170;431;58;1
171;87;69;1
171;104;90;1
171;114;47;1
171;138;82;1
171;148;17;1
171;204;93;1
171;229;140;1
171;242;93;1
171;370;142;1
172;88;114;1
172;139;47;1
172;218;20;1
172;243;160;1
172;298;56;1
172;301;140;1
172;337;128;1
172;394;162;1
173;85;142;1
173;135;86;1
173;272;109;1
173;301;56;1
173;313;20;1
174;62;159;1
174;89;15;1
174;91;6;1
174;103;69;1
174;119;151;1
174;123;82;1
174;249;126;1
174;252;45;1
174;274;127;1
174;326;73;1
174;368;117;1
174;388;47;1
174;401;152;1
175;15;139;1
175;98;164;1
175;110;84;1
175;119;109;1
175;141;22;1
175;191;38;1
175;202;134;1
175;277;5;1
175;357;14;1
175;400;159;1
175;431;55;1
176;88;138;1
176;95;152;1
176;99;137;1
176;115;92;1
176;135;20;1
176;169;42;1
176;317;81;1
176;355;159;1
176;381;53;1
176;402;7;1
176;403;67;1
177;51;93;1
177;99;140;1
177;124;80;1
177;133;22;1
177;133;79;1
177;177;89;1
177;189;123;1
177;194;155;1
177;237;8;1
177;260;114;1
177;272;104;1
177;335;107;1
178;45;107;1
178;105;165;1
178;225;13;1
178;233;106;1
178;241;8;1
178;278;127;1
178;305;45;1
178;314;14;1
178;413;116;1
178;426;117;1
179;41;17;1
179;97;90;1
179;120;119;1
179;235;138;1
179;263;32;1
179;306;90;1
179;309;91;1
179;335;164;1
179;359;10;1
180;75;81;1
180;94;68;1
180;97;158;1
180;138;105;1
180;182;59;1
180;307;71;1
181;88;92;1
181;95;129;1
181;104;130;1
181;105;21;1
181;116;67;1
181;216;122;1
181;243;162;1
181;318;143;1
181;414;142;1
181;423;121;1
182;86;92;1
182;90;105;1
182;94;21;1
182;174;143;1
182;181;159;1
182;316;67;1
182;368;141;1
182;399;42;1
182;399;162;1
182;412;139;1
182;431;80;1
182;431;109;1
182;431;138;1
183;125;79;1
183;136;56;1
183;139;143;1
183;165;55;1
183;169;116;1
183;175;156;1
183;189;137;1
183;212;43;1
183;256;116;1
183;262;158;1
183;282;164;1
183;304;69;1
183;339;63;1
183;393;133;1
184;39;135;1
184;95;138;1
184;120;116;1
184;248;130;1
184;298;45;1
184;299;6;1
184;308;15;1
184;309;44;1
184;313;96;1
184;334;14;1
184;342;45;1
185;70;136;1
185;84;81;1
185;94;153;1
185;114;119;1
185;242;163;1
185;254;134;1
185;266;58;1
185;316;117;1
185;318;162;1
185;332;163;1
185;339;138;1
185;341;8;1
185;353;137;1
185;355;33;1
185;399;127;1
185;431;91;1
186;49;118;1
186;61;18;1
186;83;7;1
186;110;111;1
186;134;24;1
186;165;105;1
186;247;18;1
186;318;148;1
186;431;40;1
187;89;115;1
187;95;62;1
187;98;82;1
187;117;154;1
187;126;116;1
187;127;77;1
187;179;82;1
187;218;156;1
187;257;163;1
187;355;141;1
187;363;57;1
188;61;114;1
188;78;21;1
188;87;44;1
188;102;109;1
188;174;133;1
188;202;140;1
188;236;107;1
188;255;19;1
188;303;47;1
188;317;154;1
188;402;55;1
189;51;67;1
189;101;105;1
189;105;20;1
189;132;115;1
189;169;164;1
189;256;93;1
190;98;86;1
190;250;37;1
190;262;157;1
191;89;144;1
191;99;143;1
191;102;116;1
191;103;152;1
191;105;19;1
191;106;132;1
191;113;32;1
191;135;110;1
191;136;22;1
191;316;116;1
191;397;43;1
192;93;39;1
192;103;143;1
192;169;65;1
192;177;155;1
192;215;10;1
192;225;119;1
192;308;69;1
192;311;16;1
192;373;88;1
192;397;105;1
192;431;21;1
192;431;56;1
193;102;39;1
193;109;15;1
193;160;104;1
193;192;57;1
193;203;118;1
193;304;46;1
193;305;92;1
193;431;21;1
193;431;31;1
194;2;96;1
194;88;20;1
194;91;142;1
194;110;116;1
194;121;92;1
194;124;66;1
194;133;139;1
194;276;25;1
194;308;160;1
194;311;162;1
194;312;88;1
194;327;163;1
194;337;164;1
195;47;166;1
195;92;78;1
195;97;36;1
195;111;33;1
195;149;24;1
195;181;129;1
195;252;33;1
195;355;29;1
195;431;90;1
195;431;139;1
196;57;161;1
196;87;127;1
196;101;115;1
196;125;69;1
196;140;116;1
196;141;141;1
196;204;93;1
196;347;93;1
196;356;53;1
196;431;87;1
197;38;88;1
197;101;147;1
197;101;158;1
197;119;56;1
197;191;156;1
197;198;115;1
197;211;32;1
197;215;61;1
197;217;116;1
197;218;115;1
197;258;164;1
197;352;163;1
197;425;137;1
198;94;139;1
198;105;105;1
198;113;43;1
198;127;156;1
198;173;64;1
198;183;22;1
198;199;119;1
198;250;94;1
198;334;67;1
198;336;120;1
198;366;161;1
198;406;110;1
199;85;81;1
199;91;81;1
199;105;69;1
199;109;130;1
199;109;141;1
199;163;83;1
199;189;21;1
199;388;104;1
199;403;6;1
199;404;22;1
199;422;136;1
200;32;140;1
200;62;113;1
200;81;37;1
200;84;162;1
200;104;137;1
200;137;122;1
200;142;40;1
200;185;71;1
200;302;30;1
200;388;151;1
200;414;44;1
200;418;114;1
200;431;134;1
200;431;153;1
201;3;90;1
201;89;92;1
201;179;6;1
201;185;22;1
201;228;122;1
201;295;30;1
201;298;112;1
201;342;133;1
201;389;113;1
201;404;117;1
201;414;112;1
201;431;128;1
202;60;152;1
202;87;80;1
202;96;134;1
202;97;56;1
202;99;20;1
202;103;165;1
202;237;94;1
202;386;71;1
203;9;57;1
203;49;74;1
203;76;145;1
203;82;67;1
203;95;44;1
203;95;64;1
203;97;134;1
203;142;40;1
203;187;166;1
203;204;59;1
203;231;91;1
203;236;96;1
203;249;34;1
203;350;96;1
203;394;115;1
203;408;94;1
203;421;165;1
203;431;55;1
203;431;57;1
203;431;111;1
204;94;138;1
204;98;131;1
204;132;67;1
204;139;71;1
204;141;167;1
204;160;56;1
204;183;75;1
204;194;115;1
204;195;119;1
204;203;137;1
204;215;163;1
204;242;143;1
204;247;114;1
204;257;48;1
204;308;144;1
204;312;124;1
204;353;26;1
204;353;134;1
204;355;72;1
204;426;49;1
204;430;163;1
204;431;105;1
204;431;160;1
205;172;137;1
205;312;121;1
206;5;80;1
206;188;118;1
206;193;55;1
206;275;20;1
206;301;33;1
207;131;15;1
207;237;58;1
207;254;106;1
207;316;140;1
208;65;36;1
208;142;143;1
208;158;115;1
209;73;67;1
210;86;42;1
210;140;84;1
210;146;23;1
210;176;91;1
210;238;79;1
210;323;163;1
210;348;93;1
211;62;92;1
211;87;153;1
211;103;32;1
211;110;19;1
211;133;136;1
211;170;65;1
211;173;125;1
211;179;116;1
211;298;117;1
211;316;118;1
212;12;167;1
212;64;54;1
212;93;6;1
212;187;121;1
212;224;154;1
212;243;136;1
212;246;54;1
212;282;142;1
213;91;91;1
213;189;11;1
213;191;119;1
213;200;58;1
213;239;155;1
214;217;90;1
214;295;68;1
215;38;54;1
215;96;6;1
215;128;139;1
215;202;79;1
215;260;6;1
215;298;152;1
215;403;79;1
215;410;67;1
215;416;32;1
215;429;19;1
216;114;56;1
216;169;46;1
216;265;58;1
216;322;115;1
217;82;7;1
217;142;164;1
217;357;69;1
217;431;17;1
218;38;162;1
218;116;42;1
218;147;68;1
218;167;130;1
218;175;57;1
218;198;155;1
218;311;60;1
218;374;97;1
218;414;141;1
219;97;155;1
219;120;44;1
219;128;32;1
219;159;116;1
219;215;163;1
219;220;8;1
219;229;87;1
219;235;144;1
220;105;92;1
220;124;117;1
220;164;70;1
220;269;116;1
220;298;141;1
220;316;42;1
220;402;117;1
220;405;111;1
221;126;142;1
221;138;68;1
221;143;43;1
221;202;81;1
221;233;155;1
221;285;42;1
221;419;92;1
222;105;22;1
222;106;32;1
222;144;160;1
222;176;121;1
222;234;44;1
222;263;108;1
222;333;6;1
223;171;62;1
223;174;16;1
223;324;151;1
223;339;139;1
223;353;139;1
224;106;131;1
224;137;47;1
224;137;68;1
224;190;29;1
224;206;17;1
224;207;105;1
224;226;7;1
224;302;95;1
224;321;155;1
225;140;119;1
225;178;33;1
225;188;74;1
225;190;19;1
225;222;20;1
225;250;6;1
225;288;41;1
225;300;63;1
225;306;38;1
225;338;47;1
225;400;81;1
225;417;116;1
226;97;5;1
226;140;130;1
226;225;71;1
226;306;94;1
226;370;10;1
226;409;167;1
227;15;143;1
227;72;113;1
227;73;45;1
227;91;129;1
227;275;100;1
228;157;138;1
228;188;23;1
228;193;17;1
228;197;94;1
228;210;8;1
228;271;121;1
228;337;20;1
228;376;121;1
229;117;24;1
229;184;116;1
229;300;67;1
229;323;118;1
229;431;41;1
230;49;67;1
230;59;116;1
230;60;155;1
230;68;66;1
230;76;60;1
230;91;63;1
230;120;118;1
230;127;108;1
230;168;56;1
230;200;129;1
230;265;46;1
230;313;120;1
231;118;82;1
231;174;14;1
231;228;117;1
231;237;10;1
231;238;33;1
231;266;104;1
231;321;68;1
232;121;128;1
232;137;6;1
232;143;65;1
232;166;141;1
232;181;44;1
232;190;9;1
232;213;157;1
232;226;115;1
232;408;104;1
232;431;129;1
233;94;135;1
233;96;159;1
233;98;16;1
233;160;110;1
233;172;160;1
233;246;21;1
233;248;129;1
233;252;164;1
233;254;133;1
233;255;95;1
233;309;67;1
233;310;35;1
233;315;115;1
233;322;119;1
233;335;81;1
233;421;56;1
233;431;57;1
234;78;62;1
234;190;57;1
234;245;106;1
234;258;26;1
234;260;14;1
234;298;155;1
234;306;160;1
234;308;8;1
234;347;167;1
235;87;76;1
235;102;35;1
235;259;111;1
235;274;158;1
236;4;143;1
236;108;155;1
236;414;108;1
237;92;88;1
237;92;122;1
237;102;160;1
237;276;64;1
237;299;120;1
237;304;143;1
237;370;114;1
237;386;37;1
237;428;79;1
237;431;65;1
237;431;112;1
237;431;148;1
237;434;111;1
238;211;103;1
238;354;17;1
239;84;45;1
239;110;141;1
239;111;52;1
239;120;20;1
239;138;40;1
239;175;32;1
239;181;159;1
239;220;92;1
239;295;131;1
239;301;113;1
239;428;109;1
240;91;33;1
240;107;114;1
240;108;159;1
240;180;27;1
240;228;65;1
240;299;31;1
240;418;12;1
240;432;66;1
240;433;154;1
240;434;57;1
241;27;131;1
241;89;67;1
241;131;139;1
241;233;105;1
241;244;41;1
241;271;40;1
241;298;136;1
241;301;35;1
241;302;132;1
241;380;130;1
241;401;65;1
241;421;95;1
241;423;8;1
241;433;132;1
242;61;43;1
242;88;92;1
242;88;113;1
242;91;34;1
242;111;140;1
242;303;163;1
242;311;119;1
242;351;104;1
242;420;44;1
242;426;6;1
243;10;119;1
243;51;80;1
243;57;141;1
243;72;39;1
243;83;117;1
243;84;40;1
243;97;153;1
243;102;33;1
243;106;71;1
243;114;126;1
243;128;5;1
243;173;119;1
243;183;106;1
243;186;101;1
243;188;162;1
243;201;68;1
243;223;15;1
243;241;36;1
243;277;167;1
243;333;159;1
243;335;155;1
243;370;167;1
243;375;140;1
244;17;1;1
244;82;97;1
244;105;94;1
244;108;30;1
244;267;86;1
244;270;6;1
244;295;137;1
244;315;87;1
244;364;21;1
244;381;17;1
244;431;33;1
245;15;95;1
245;83;22;1
245;184;140;1
245;204;63;1
245;239;88;1
245;300;106;1
245;310;109;1
246;22;135;1
246;54;156;1
246;97;131;1
246;113;34;1
246;178;34;1
246;185;82;1
246;268;111;1
246;274;132;1
246;405;116;1
247;7;78;1
247;51;140;1
247;71;160;1
247;72;115;1
247;85;136;1
247;89;105;1
247;96;32;1
247;97;35;1
247;101;42;1
247;186;23;1
247;193;48;1
247;218;102;1
247;221;47;1
247;224;106;1
247;238;138;1
247;248;40;1
247;303;111;1
247;317;130;1
247;352;156;1
247;386;39;1
247;402;49;1
247;431;92;1
247;434;159;1
248;102;43;1
248;119;163;1
248;203;95;1
248;224;12;1
248;237;114;1
248;239;36;1
248;241;103;1
248;315;58;1
248;332;133;1
249;68;42;1
249;202;37;1
249;231;71;1
249;263;37;1
249;263;56;1
249;273;84;1
249;297;32;1
249;301;70;1
249;309;117;1
249;422;161;1
250;15;160;1
250;106;7;1
250;189;8;1
250;219;37;1
250;249;156;1
250;399;62;1
250;416;137;1
251;100;65;1
251;114;142;1
251;117;154;1
251;175;130;1
251;375;91;1
251;408;140;1
252;92;46;1
252;181;125;1
252;187;9;1
252;325;2;1
252;340;71;1
252;396;60;1
252;419;110;1
252;431;61;1
253;12;36;1
253;74;13;1
253;97;150;1
253;315;167;1
253;377;108;1
253;384;16;1
253;434;84;1
254;30;57;1
254;93;14;1
254;244;88;1
254;278;68;1
254;312;112;1
254;325;46;1
254;326;161;1
254;336;144;1
255;90;164;1
255;91;136;1
255;96;44;1
255;103;9;1
255;103;153;1
255;167;20;1
255;172;42;1
255;181;44;1
255;192;55;1
255;234;10;1
255;234;81;1
255;247;20;1
255;252;71;1
255;258;7;1
255;268;84;1
255;312;134;1
255;316;43;1
255;348;165;1
255;389;163;1
255;390;71;1
255;407;60;1
255;431;80;1
255;432;81;1
256;95;128;1
256;109;21;1
256;174;57;1
256;314;67;1
256;321;46;1
256;325;116;1
256;431;103;1
256;431;128;1
257;86;60;1
257;97;159;1
257;112;64;1
257;123;132;1
257;235;156;1
257;249;16;1
257;250;105;1
257;401;110;1
257;408;10;1
257;417;140;1
258;88;134;1
258;101;33;1
258;192;73;1
258;256;132;1
258;302;44;1
258;320;162;1
258;350;112;1
258;365;77;1
258;413;12;1
258;413;163;1
258;414;87;1
258;419;156;1
258;420;15;1
259;94;138;1
259;96;19;1
259;266;129;1
259;273;160;1
259;299;106;1
259;305;42;1
259;316;94;1
259;406;144;1
259;417;70;1
260;35;72;1
260;89;46;1
260;111;21;1
260;140;115;1
260;188;11;1
260;233;106;1
260;261;96;1
260;274;33;1
260;303;119;1
260;315;138;1
260;348;67;1
260;359;20;1
260;376;64;1
260;420;164;1
260;422;11;1
260;425;145;1
261;28;60;1
261;103;89;1
261;108;105;1
261;234;104;1
261;245;134;1
261;320;141;1
261;324;43;1
261;343;79;1
261;368;30;1
261;392;161;1
261;395;105;1
261;425;151;1
262;94;68;1
262;97;159;1
262;110;114;1
262;434;60;1
263;30;118;1
263;224;119;1
263;227;11;1
263;242;54;1
263;247;119;1
263;253;6;1
263;258;62;1
263;259;160;1
263;269;143;1
263;271;11;1
263;275;135;1
263;306;41;1
263;311;67;1
263;312;161;1
263;387;121;1
263;405;59;1
263;411;150;1
264;11;89;1
264;43;92;1
264;86;161;1
264;107;34;1
264;143;24;1
264;168;56;1
264;195;111;1
264;309;135;1
264;348;127;1
264;357;92;1
264;409;140;1
264;418;62;1
264;433;58;1
265;96;159;1
265;106;44;1
265;113;128;1
265;121;107;1
265;174;32;1
265;178;119;1
265;235;5;1
265;248;157;1
265;271;138;1
265;310;140;1
265;315;146;1
265;392;67;1
265;431;85;1
265;431;133;1
265;431;135;1
265;432;9;1
265;433;8;1
266;204;116;1
266;246;32;1
266;301;69;1
266;301;110;1
266;357;56;1
266;402;139;1
267;86;89;1
267;155;64;1
267;165;30;1
267;235;157;1
267;260;62;1
267;350;7;1
267;405;7;1
267;406;86;1
267;433;60;1
267;434;31;1
268;37;67;1
268;184;90;1
268;185;84;1
268;188;112;1
268;357;60;1
268;401;66;1
268;421;40;1
268;421;109;1
269;88;30;1
269;114;67;1
269;131;40;1
269;230;103;1
269;273;36;1
269;309;159;1
269;393;30;1
269;421;61;1
269;431;90;1
269;431;157;1
270;2;120;1
270;86;111;1
270;89;124;1
270;91;12;1
270;91;138;1
270;94;7;1
270;95;15;1
270;103;10;1
270;112;63;1
270;119;133;1
270;131;120;1
270;204;62;1
270;234;56;1
270;237;143;1
270;243;107;1
270;254;5;1
270;336;19;1
270;375;65;1
270;412;89;1
270;434;34;1
271;49;116;1
271;113;161;1
271;140;89;1
271;202;158;1
271;212;49;1
271;254;46;1
271;271;33;1
271;301;33;1
271;303;163;1
271;351;87;1
271;354;113;1
271;406;56;1
271;417;91;1
271;431;134;1
272;85;160;1
272;121;97;1
272;124;71;1
272;167;160;1
272;190;160;1
272;308;150;1
272;312;68;1
272;313;32;1
272;421;18;1
272;431;12;1
273;67;112;1
273;86;114;1
273;108;160;1
273;113;105;1
273;172;160;1
273;202;44;1
273;233;56;1
273;304;60;1
273;347;118;1
273;374;87;1
273;386;42;1
274;97;79;1
274;109;58;1
274;131;81;1
274;131;133;1
274;194;64;1
274;201;108;1
274;265;64;1
274;276;134;1
274;304;92;1
274;305;134;1
274;309;57;1
274;309;81;1
274;320;131;1
274;406;70;1
274;411;86;1
274;414;96;1
275;93;18;1
275;136;14;1
275;151;43;1
275;203;85;1
275;254;158;1
275;269;15;1
275;278;119;1
275;299;32;1
275;343;62;1
275;343;92;1
276;107;141;1
276;280;72;1
276;326;81;1
276;374;69;1
276;410;88;1
276;431;41;1
277;90;16;1
277;109;39;1
277;261;85;1
277;269;103;1
277;273;39;1
277;347;84;1
277;393;74;1
277;407;67;1
277;425;63;1
278;169;146;1
278;244;135;1
279;191;67;1
280;46;13;1
280;178;142;1
280;321;131;1
280;331;115;1
280;386;145;1
281;37;166;1
281;70;130;1
281;105;14;1
281;121;163;1
281;125;155;1
281;134;80;1
282;137;144;1
282;151;46;1
282;189;54;1
282;225;44;1
287;264;138;1
295;102;6;1
295;184;108;1
295;185;43;1
295;266;62;1
295;297;12;1
296;186;45;1
296;225;114;1
297;111;116;1
297;212;117;1
297;394;158;1
297;401;145;1
297;431;139;1
298;111;23;1
298;179;41;1
298;205;119;1
298;215;65;1
298;256;59;1
298;274;65;1
298;333;141;1
298;402;142;1
298;405;92;1
299;93;115;1
299;99;22;1
299;224;125;1
299;253;6;1
299;264;155;1
299;265;107;1
299;265;156;1
299;400;40;1
299;431;87;1
300;90;118;1
300;207;58;1
300;313;22;1
300;333;21;1
300;334;42;1
301;85;25;1
301;91;161;1
301;143;101;1
301;241;14;1
301;272;61;1
301;306;9;1
302;29;44;1
302;78;24;1
302;98;156;1
302;108;142;1
302;118;85;1
302;125;116;1
302;133;43;1
302;161;121;1
302;168;159;1
302;187;117;1
302;268;115;1
302;302;135;1
302;319;67;1
302;351;93;1
302;369;43;1
302;401;81;1
302;407;46;1
302;428;95;1
303;60;138;1
303;122;107;1
303;123;139;1
303;126;138;1
303;130;118;1
303;131;140;1
303;141;32;1
303;144;139;1
303;174;65;1
303;250;145;1
303;261;43;1
303;266;58;1
303;295;164;1
303;309;68;1
303;352;23;1
303;356;86;1
303;357;154;1
303;361;116;1
303;387;86;1
303;411;158;1
303;413;126;1
303;416;137;1
303;431;34;1
303;431;38;1
303;431;102;1
303;433;37;1
304;91;114;1
304;97;14;1
304;101;14;1
304;102;102;1
304;117;45;1
304;119;140;1
304;152;67;1
304;178;10;1
304;198;21;1
304;232;19;1
304;276;43;1
304;302;43;1
304;310;70;1
304;312;119;1
304;317;110;1
304;323;43;1
304;421;86;1
304;421;138;1
304;432;129;1
304;434;78;1
304;434;104;1
304;434;167;1
305;88;131;1
305;101;120;1
305;108;120;1
305;110;19;1
305;118;81;1
305;133;112;1
305;138;69;1
305;142;56;1
305;186;144;1
305;233;44;1
305;254;115;1
305;254;123;1
305;255;144;1
305;255;161;1
305;383;159;1
305;418;127;1
305;431;16;1
305;431;140;1
306;86;98;1
