f;i;t;demand
120;433;53;1
2;143;54;13
3;134;54;6
4;143;54;5
5;131;54;4
6;317;54;7
7;109;54;6
19;104;54;1
20;112;54;1
24;87;54;1
25;106;54;6
27;94;54;1
39;332;54;1
44;282;54;1
45;224;54;2
47;87;54;1
51;355;54;1
56;119;54;1
59;183;54;1
60;203;54;6
61;180;54;3
74;268;54;1
75;261;54;1
78;278;54;8
79;252;54;10
82;275;54;1
84;424;54;1
87;399;54;1
89;276;54;2
91;388;54;2
92;386;54;2
99;13;54;1
100;4;54;1
104;158;54;1
106;44;54;1
108;76;54;1
111;67;54;1
115;225;54;1
116;206;54;1
120;433;54;1
2;143;55;5
3;134;55;10
4;143;55;7
5;131;55;3
6;317;55;11
7;109;55;6
8;138;55;1
10;123;55;2
11;132;55;2
12;122;55;2
22;98;55;1
25;106;55;9
26;247;55;1
27;94;55;1
31;29;55;1
33;354;55;1
35;142;55;2
37;132;55;1
44;282;55;1
46;327;55;1
47;87;55;1
49;116;55;1
50;334;55;1
51;355;55;2
52;83;55;1
56;119;55;1
57;186;55;1
59;183;55;2
60;203;55;1
66;236;55;1
78;278;55;6
79;252;55;3
82;275;55;2
87;399;55;2
91;388;55;1
94;32;55;1
116;206;55;1
117;219;55;1
120;433;55;1
1;113;56;1
2;143;56;15
3;134;56;16
4;143;56;15
5;131;56;11
6;317;56;13
7;109;56;12
10;123;56;5
11;132;56;3
12;122;56;2
13;91;56;2
18;115;56;2
20;112;56;2
22;98;56;1
24;87;56;3
25;106;56;15
27;94;56;1
31;29;56;1
35;142;56;1
37;132;56;1
40;331;56;1
41;338;56;1
43;365;56;1
44;282;56;4
45;224;56;1
46;327;56;2
48;119;56;1
53;85;56;1
56;119;56;1
59;183;56;1
60;203;56;3
61;180;56;1
63;299;56;1
68;246;56;1
70;248;56;1
75;261;56;1
77;248;56;1
78;278;56;20
79;252;56;16
81;413;56;1
83;407;56;1
84;424;56;1
86;272;56;1
87;399;56;1
88;403;56;3
89;276;56;2
90;376;56;1
92;386;56;4
94;32;56;1
96;28;56;1
99;13;56;2
100;4;56;1
101;20;56;3
106;44;56;1
113;211;56;1
115;225;56;3
116;206;56;1
117;219;56;2
120;433;56;5
1;113;57;1
2;143;57;22
3;134;57;16
4;143;57;15
5;131;57;12
6;317;57;12
7;109;57;17
10;123;57;1
11;132;57;1
12;122;57;3
18;115;57;1
20;112;57;2
21;111;57;1
24;87;57;1
25;106;57;22
37;132;57;5
39;332;57;1
43;365;57;1
46;327;57;3
47;87;57;1
50;334;57;1
51;355;57;1
52;83;57;1
55;329;57;1
56;119;57;1
59;183;57;3
60;203;57;4
61;180;57;1
64;173;57;1
67;248;57;2
68;246;57;2
71;253;57;1
72;249;57;2
73;274;57;1
78;278;57;20
79;252;57;14
81;413;57;1
85;419;57;1
87;399;57;3
88;403;57;2
89;276;57;4
92;386;57;1
95;14;57;1
101;20;57;2
103;39;57;2
104;158;57;1
105;159;57;2
107;145;57;1
108;76;57;1
109;70;57;1
115;225;57;2
116;206;57;2
117;219;57;5
119;432;57;4
121;431;57;1
124;431;57;1
1;113;58;1
2;143;58;10
3;134;58;13
4;143;58;23
5;131;58;21
6;317;58;14
7;109;58;21
10;123;58;1
15;110;58;1
17;105;58;2
18;115;58;1
21;111;58;1
23;94;58;1
25;106;58;17
29;315;58;1
37;132;58;3
40;331;58;1
42;342;58;1
43;365;58;1
44;282;58;4
46;327;58;2
49;116;58;2
50;334;58;1
53;85;58;1
54;329;58;1
55;329;58;1
58;196;58;1
59;183;58;4
60;203;58;2
61;180;58;3
63;299;58;1
64;173;58;1
68;246;58;1
69;263;58;1
75;261;58;1
77;248;58;1
78;278;58;16
79;252;58;21
81;413;58;1
82;275;58;2
83;407;58;1
87;399;58;1
89;276;58;1
94;32;58;1
95;14;58;1
97;10;58;1
103;39;58;1
104;158;58;1
105;159;58;3
108;76;58;1
109;70;58;3
114;219;58;1
115;225;58;2
116;206;58;1
117;219;58;3
119;432;58;2
120;433;58;2
122;431;58;2
123;431;58;1
125;431;58;1
2;143;59;13
3;134;59;13
4;143;59;13
5;131;59;20
6;317;59;16
7;109;59;9
8;138;59;1
9;133;59;1
10;123;59;2
15;110;59;1
20;112;59;1
24;87;59;1
25;106;59;17
28;263;59;1
34;143;59;1
37;132;59;1
42;342;59;2
45;224;59;5
46;327;59;6
50;334;59;1
54;329;59;2
58;196;59;1
59;183;59;1
60;203;59;2
61;180;59;4
67;248;59;1
71;253;59;2
72;249;59;1
76;248;59;1
78;278;59;16
79;252;59;18
80;111;59;1
81;413;59;1
83;407;59;1
87;399;59;4
88;403;59;1
89;276;59;3
91;388;59;2
92;386;59;1
93;18;59;1
94;32;59;1
97;10;59;1
102;8;59;1
109;70;59;2
114;219;59;2
115;225;59;3
116;206;59;3
117;219;59;1
119;432;59;2
120;433;59;5
122;431;59;1
2;143;60;21
3;134;60;20
4;143;60;14
5;131;60;13
6;317;60;13
7;109;60;15
8;138;60;1
9;133;60;2
10;123;60;4
11;132;60;4
12;122;60;2
13;91;60;3
17;105;60;1
20;112;60;1
24;87;60;2
25;106;60;13
29;315;60;1
33;354;60;1
34;143;60;1
35;142;60;1
37;132;60;2
38;327;60;1
39;332;60;1
40;331;60;1
42;342;60;1
44;282;60;2
45;224;60;3
46;327;60;4
47;87;60;2
48;119;60;1
50;334;60;1
51;355;60;1
53;85;60;1
55;329;60;1
56;119;60;1
57;186;60;1
59;183;60;1
60;203;60;1
61;180;60;2
63;299;60;1
64;173;60;1
67;248;60;1
70;248;60;1
71;253;60;1
76;248;60;1
78;278;60;18
79;252;60;18
87;399;60;1
88;403;60;2
89;276;60;1
91;388;60;1
92;386;60;1
93;18;60;2
96;28;60;2
97;10;60;1
98;1;60;1
100;4;60;1
101;20;60;1
108;76;60;1
109;70;60;1
110;69;60;1
113;211;60;1
115;225;60;4
116;206;60;2
117;219;60;1
119;432;60;4
120;433;60;2
123;431;60;2
1;113;61;1
2;143;61;19
3;134;61;8
4;143;61;18
5;131;61;15
6;317;61;13
7;109;61;12
8;138;61;1
10;123;61;2
11;132;61;1
12;122;61;2
15;110;61;1
18;115;61;2
24;87;61;3
25;106;61;6
27;94;61;1
30;247;61;2
31;29;61;1
37;132;61;4
38;327;61;1
39;332;61;1
40;331;61;1
42;342;61;1
45;224;61;5
46;327;61;3
49;116;61;1
53;85;61;1
60;203;61;5
61;180;61;1
70;248;61;2
71;253;61;2
73;274;61;1
76;248;61;4
77;248;61;1
78;278;61;20
79;252;61;22
81;413;61;2
82;275;61;1
86;272;61;1
87;399;61;3
88;403;61;2
91;388;61;3
92;386;61;1
93;18;61;1
102;8;61;2
103;39;61;1
107;145;61;1
110;69;61;1
112;56;61;1
114;219;61;1
115;225;61;4
116;206;61;1
117;219;61;4
119;432;61;4
120;433;61;4
121;431;61;1
122;431;61;1
124;431;61;1
1;113;62;1
2;143;62;18
3;134;62;9
4;143;62;16
5;131;62;18
6;317;62;11
7;109;62;17
11;132;62;3
12;122;62;2
14;110;62;3
15;110;62;1
17;105;62;1
20;112;62;1
21;111;62;1
24;87;62;1
25;106;62;16
31;29;62;1
34;143;62;2
35;142;62;1
37;132;62;2
41;338;62;1
43;365;62;1
44;282;62;1
45;224;62;4
46;327;62;2
52;83;62;2
55;329;62;1
59;183;62;3
60;203;62;5
62;190;62;1
64;173;62;1
65;236;62;1
66;236;62;1
68;246;62;1
71;253;62;1
72;249;62;1
73;274;62;3
77;248;62;1
78;278;62;16
79;252;62;26
80;111;62;2
81;413;62;1
83;407;62;1
86;272;62;2
87;399;62;3
88;403;62;2
89;276;62;1
90;376;62;1
91;388;62;1
92;386;62;2
95;14;62;1
96;28;62;1
97;10;62;2
98;1;62;1
109;70;62;2
113;211;62;1
115;225;62;2
116;206;62;2
119;432;62;2
120;433;62;2
122;431;62;2
2;143;63;9
3;134;63;12
4;143;63;20
5;131;63;20
6;317;63;16
7;109;63;18
10;123;63;1
11;132;63;1
12;122;63;3
13;91;63;1
24;87;63;2
25;106;63;16
29;315;63;1
31;29;63;1
32;132;63;1
34;143;63;1
37;132;63;3
38;327;63;1
44;282;63;5
45;224;63;1
46;327;63;3
47;87;63;2
50;334;63;1
51;355;63;1
54;329;63;1
55;329;63;2
56;119;63;1
57;186;63;3
58;196;63;1
59;183;63;4
60;203;63;1
61;180;63;3
62;190;63;1
63;299;63;1
78;278;63;16
79;252;63;16
81;413;63;2
85;419;63;1
87;399;63;2
89;276;63;5
91;388;63;5
102;8;63;1
105;159;63;1
106;44;63;2
108;76;63;1
110;69;63;1
111;67;63;1
114;219;63;1
115;225;63;1
116;206;63;4
117;219;63;2
118;432;63;1
119;432;63;3
120;433;63;2
125;431;63;1
2;143;64;18
3;134;64;12
4;143;64;25
5;131;64;12
6;317;64;15
7;109;64;16
10;123;64;3
11;132;64;2
12;122;64;1
20;112;64;1
23;94;64;1
25;106;64;16
26;247;64;1
28;263;64;1
29;315;64;1
33;354;64;1
34;143;64;1
37;132;64;1
45;224;64;3
46;327;64;2
47;87;64;1
48;119;64;1
49;116;64;1
52;83;64;1
56;119;64;3
60;203;64;5
61;180;64;3
64;173;64;2
65;236;64;1
73;274;64;1
74;268;64;1
75;261;64;1
78;278;64;16
79;252;64;21
80;111;64;1
81;413;64;1
83;407;64;3
85;419;64;1
86;272;64;1
88;403;64;1
89;276;64;1
96;28;64;1
99;13;64;2
104;158;64;1
105;159;64;1
106;44;64;2
112;56;64;1
115;225;64;2
116;206;64;2
118;432;64;1
119;432;64;2
120;433;64;2
121;431;64;2
123;431;64;1
124;431;64;3
1;113;65;2
2;143;65;12
3;134;65;12
4;143;65;16
5;131;65;12
6;317;65;14
7;109;65;16
8;138;65;1
9;133;65;2
10;123;65;2
11;132;65;1
12;122;65;3
13;91;65;1
16;113;65;1
18;115;65;1
19;104;65;1
23;94;65;1
24;87;65;3
25;106;65;16
31;29;65;1
34;143;65;2
36;344;65;1
37;132;65;2
44;282;65;2
47;87;65;1
49;116;65;1
51;355;65;1
53;85;65;2
57;186;65;1
59;183;65;1
60;203;65;3
61;180;65;2
62;190;65;1
63;299;65;1
67;248;65;1
71;253;65;1
74;268;65;1
78;278;65;15
79;252;65;14
84;424;65;1
87;399;65;4
88;403;65;1
89;276;65;3
91;388;65;3
92;386;65;2
93;18;65;1
94;32;65;1
96;28;65;1
102;8;65;1
103;39;65;1
105;159;65;1
107;145;65;1
110;69;65;1
112;56;65;1
114;219;65;1
115;225;65;2
116;206;65;3
117;219;65;4
118;432;65;1
119;432;65;1
120;433;65;1
122;431;65;1
123;431;65;1
1;113;66;1
2;143;66;11
3;134;66;18
4;143;66;12
5;131;66;18
6;317;66;10
7;109;66;14
10;123;66;2
11;132;66;1
12;122;66;1
15;110;66;1
17;105;66;1
24;87;66;2
25;106;66;14
27;94;66;2
28;263;66;1
30;247;66;1
31;29;66;1
32;132;66;1
33;354;66;1
35;142;66;1
37;132;66;1
38;327;66;2
41;338;66;1
43;365;66;1
44;282;66;2
45;224;66;7
46;327;66;1
47;87;66;2
48;119;66;1
50;334;66;1
52;83;66;1
59;183;66;1
60;203;66;5
61;180;66;1
67;248;66;1
69;263;66;1
78;278;66;8
79;252;66;9
80;111;66;1
87;399;66;4
91;388;66;4
92;386;66;1
93;18;66;1
95;14;66;1
98;1;66;3
101;20;66;1
102;8;66;2
106;44;66;1
107;145;66;1
111;67;66;2
115;225;66;2
116;206;66;3
117;219;66;3
118;432;66;2
119;432;66;1
121;431;66;2
2;143;67;3
3;134;67;1
4;143;67;1
5;131;67;5
7;109;67;1
10;123;67;1
12;122;67;1
14;110;67;1
24;87;67;1
25;106;67;5
40;331;67;1
43;365;67;1
45;224;67;1
72;249;67;1
74;268;67;1
78;278;67;3
79;252;67;4
92;386;67;1
114;219;67;1
116;206;67;2
119;432;67;1
120;433;67;1
2;143;68;1
3;134;68;1
4;143;68;4
5;131;68;3
7;109;68;2
10;123;68;1
24;87;68;1
25;106;68;3
45;224;68;1
60;203;68;1
62;190;68;1
66;236;68;1
78;278;68;4
79;252;68;2
87;399;68;1
88;403;68;1
89;276;68;1
91;388;68;2
97;10;68;1
117;219;68;1
120;433;68;1
125;431;68;1
2;143;69;5
3;134;69;3
4;143;69;1
5;131;69;2
6;317;69;7
7;109;69;5
13;91;69;1
23;94;69;1
25;106;69;2
27;94;69;1
32;132;69;1
46;327;69;1
50;334;69;1
59;183;69;1
61;180;69;1
66;236;69;1
74;268;69;1
78;278;69;4
79;252;69;4
80;111;69;1
107;145;69;1
112;56;69;1
116;206;69;1
118;432;69;1
3;134;70;1
4;143;70;2
6;317;70;2
19;104;70;1
25;106;70;1
110;69;70;1
115;225;70;1
117;219;70;1
119;432;70;1
3;134;71;1
5;131;71;1
6;317;71;1
25;106;71;2
78;278;71;1
79;252;71;1
7;109;72;1
12;122;72;1
25;106;72;2
44;282;72;1
78;278;72;2
120;433;72;2
2;143;73;1
3;134;73;1
4;143;73;1
25;106;73;1
56;119;73;1
78;278;73;1
79;252;73;2
6;317;74;3
7;109;74;1
60;203;74;1
79;252;74;1
4;143;75;1
7;109;75;3
10;123;75;1
25;106;75;1
78;278;75;1
79;252;75;2
4;143;76;1
17;105;76;1
54;329;76;1
58;196;76;1
59;183;76;1
78;278;76;1
85;419;76;1
88;403;76;1
125;431;76;1
2;143;77;12
3;134;77;11
4;143;77;10
5;131;77;9
6;317;77;7
7;109;77;8
11;132;77;4
12;122;77;1
22;98;77;2
23;94;77;1
24;87;77;1
25;106;77;3
26;247;77;1
31;29;77;1
34;143;77;1
36;344;77;2
37;132;77;3
43;365;77;1
45;224;77;1
46;327;77;1
50;334;77;1
56;119;77;1
61;180;77;2
65;236;77;1
67;248;77;1
68;246;77;2
78;278;77;3
79;252;77;12
87;399;77;1
88;403;77;1
91;388;77;1
92;386;77;1
96;28;77;1
100;4;77;1
102;8;77;1
103;39;77;1
108;76;77;1
115;225;77;2
117;219;77;1
2;143;78;7
3;134;78;9
4;143;78;5
5;131;78;6
6;317;78;10
7;109;78;6
9;133;78;1
10;123;78;1
15;110;78;1
17;105;78;1
25;106;78;11
33;354;78;1
34;143;78;1
35;142;78;1
37;132;78;3
43;365;78;1
44;282;78;2
45;224;78;1
46;327;78;1
55;329;78;1
58;196;78;1
59;183;78;1
60;203;78;2
61;180;78;1
62;190;78;1
75;261;78;1
78;278;78;5
79;252;78;7
80;111;78;1
81;413;78;1
85;419;78;1
88;403;78;3
89;276;78;2
90;376;78;1
91;388;78;1
92;386;78;1
94;32;78;1
100;4;78;1
101;20;78;1
104;158;78;1
105;159;78;1
108;76;78;2
115;225;78;2
120;433;78;1
2;143;79;9
3;134;79;8
4;143;79;6
5;131;79;5
6;317;79;13
7;109;79;13
8;138;79;2
10;123;79;1
11;132;79;2
13;91;79;1
25;106;79;7
31;29;79;2
37;132;79;1
44;282;79;3
45;224;79;1
46;327;79;1
48;119;79;1
50;334;79;1
54;329;79;1
55;329;79;2
63;299;79;1
72;249;79;1
74;268;79;1
76;248;79;1
78;278;79;5
79;252;79;8
80;111;79;1
87;399;79;2
88;403;79;2
89;276;79;2
91;388;79;1
101;20;79;2
107;145;79;1
115;225;79;1
116;206;79;4
117;219;79;3
120;433;79;2
121;431;79;1
1;113;80;1
2;143;80;23
3;134;80;20
4;143;80;22
5;131;80;26
6;317;80;27
7;109;80;20
10;123;80;2
11;132;80;3
12;122;80;2
16;113;80;1
19;104;80;1
22;98;80;1
24;87;80;2
25;106;80;15
27;94;80;1
29;315;80;1
30;247;80;1
35;142;80;1
37;132;80;1
39;332;80;2
44;282;80;1
45;224;80;1
46;327;80;3
48;119;80;1
49;116;80;1
53;85;80;2
56;119;80;1
60;203;80;1
61;180;80;4
65;236;80;1
71;253;80;2
72;249;80;2
73;274;80;1
74;268;80;1
76;248;80;1
77;248;80;2
78;278;80;19
79;252;80;14
80;111;80;1
81;413;80;1
83;407;80;2
85;419;80;1
86;272;80;3
87;399;80;1
88;403;80;4
89;276;80;1
92;386;80;3
95;14;80;1
98;1;80;1
102;8;80;1
105;159;80;1
106;44;80;1
108;76;80;1
110;69;80;1
113;211;80;1
115;225;80;1
116;206;80;3
119;432;80;2
120;433;80;2
1;113;81;1
2;143;81;14
3;134;81;16
4;143;81;15
5;131;81;17
6;317;81;18
7;109;81;31
8;138;81;1
9;133;81;1
10;123;81;3
11;132;81;1
12;122;81;6
14;110;81;1
15;110;81;3
16;113;81;2
17;105;81;1
18;115;81;1
19;104;81;1
20;112;81;1
21;111;81;1
24;87;81;5
25;106;81;16
26;247;81;3
27;94;81;1
28;263;81;1
29;315;81;1
30;247;81;3
32;132;81;1
36;344;81;1
37;132;81;4
40;331;81;1
43;365;81;1
44;282;81;2
46;327;81;5
50;334;81;1
59;183;81;3
60;203;81;3
61;180;81;1
63;299;81;1
64;173;81;1
65;236;81;3
72;249;81;1
73;274;81;1
74;268;81;1
78;278;81;18
79;252;81;12
80;111;81;1
82;275;81;1
83;407;81;2
86;272;81;1
87;399;81;2
88;403;81;2
89;276;81;1
90;376;81;2
91;388;81;2
92;386;81;1
93;18;81;1
94;32;81;1
99;13;81;1
100;4;81;1
101;20;81;1
105;159;81;1
106;44;81;2
108;76;81;1
109;70;81;1
111;67;81;1
114;219;81;2
115;225;81;1
116;206;81;1
119;432;81;2
120;433;81;1
122;431;81;1
125;431;81;1
1;113;82;1
2;143;82;14
3;134;82;14
4;143;82;11
5;131;82;20
6;317;82;15
7;109;82;16
9;133;82;1
10;123;82;2
11;132;82;2
12;122;82;1
19;104;82;1
22;98;82;1
24;87;82;1
25;106;82;12
30;247;82;1
31;29;82;1
37;132;82;2
41;338;82;1
44;282;82;3
45;224;82;4
46;327;82;4
48;119;82;1
49;116;82;1
52;83;82;1
53;85;82;1
57;186;82;1
59;183;82;2
60;203;82;2
61;180;82;2
62;190;82;1
65;236;82;1
66;236;82;1
67;248;82;1
68;246;82;1
69;263;82;2
74;268;82;1
76;248;82;2
78;278;82;18
79;252;82;16
80;111;82;1
84;424;82;1
87;399;82;3
88;403;82;3
89;276;82;1
91;388;82;1
92;386;82;2
93;18;82;1
95;14;82;1
98;1;82;1
100;4;82;1
101;20;82;1
103;39;82;1
104;158;82;1
106;44;82;1
110;69;82;1
113;211;82;1
114;219;82;2
117;219;82;1
118;432;82;1
119;432;82;3
120;433;82;3
121;431;82;1
124;431;82;2
125;431;82;3
1;113;83;1
2;143;83;16
3;134;83;16
4;143;83;9
5;131;83;18
6;317;83;19
7;109;83;18
10;123;83;6
11;132;83;1
13;91;83;1
16;113;83;1
19;104;83;1
20;112;83;1
21;111;83;1
24;87;83;2
25;106;83;15
29;315;83;2
37;132;83;1
41;338;83;1
42;342;83;1
43;365;83;1
44;282;83;1
45;224;83;1
46;327;83;1
50;334;83;1
54;329;83;1
56;119;83;1
59;183;83;3
60;203;83;3
61;180;83;6
63;299;83;1
77;248;83;2
78;278;83;12
79;252;83;6
81;413;83;2
82;275;83;2
84;424;83;2
87;399;83;3
89;276;83;6
91;388;83;3
92;386;83;2
98;1;83;1
100;4;83;1
101;20;83;1
103;39;83;1
107;145;83;1
108;76;83;1
111;67;83;2
113;211;83;1
114;219;83;1
115;225;83;6
116;206;83;1
117;219;83;6
119;432;83;1
120;433;83;2
121;431;83;1
2;143;84;13
3;134;84;14
4;143;84;11
5;131;84;19
6;317;84;20
7;109;84;17
10;123;84;2
11;132;84;2
12;122;84;4
14;110;84;1
15;110;84;1
16;113;84;1
18;115;84;3
24;87;84;1
25;106;84;20
30;247;84;1
31;29;84;1
32;132;84;3
34;143;84;1
37;132;84;2
38;327;84;1
41;338;84;2
42;342;84;1
44;282;84;1
45;224;84;3
46;327;84;2
48;119;84;2
50;334;84;1
52;83;84;1
53;85;84;1
58;196;84;1
59;183;84;5
60;203;84;2
61;180;84;3
62;190;84;2
65;236;84;1
69;263;84;1
78;278;84;13
79;252;84;16
80;111;84;2
85;419;84;1
86;272;84;1
87;399;84;2
88;403;84;4
89;276;84;3
91;388;84;2
92;386;84;1
93;18;84;1
96;28;84;1
97;10;84;1
101;20;84;1
103;39;84;1
105;159;84;1
107;145;84;1
109;70;84;1
111;67;84;1
112;56;84;2
113;211;84;1
115;225;84;1
116;206;84;4
118;432;84;1
119;432;84;2
120;433;84;2
121;431;84;2
122;431;84;1
2;143;85;16
3;134;85;9
4;143;85;9
5;131;85;14
6;317;85;19
7;109;85;15
10;123;85;1
11;132;85;2
12;122;85;3
14;110;85;1
24;87;85;5
25;106;85;10
29;315;85;1
34;143;85;1
37;132;85;2
38;327;85;2
39;332;85;4
44;282;85;1
45;224;85;1
46;327;85;1
50;334;85;1
57;186;85;1
60;203;85;2
61;180;85;1
65;236;85;1
66;236;85;1
68;246;85;1
74;268;85;2
75;261;85;2
77;248;85;1
78;278;85;17
79;252;85;9
81;413;85;1
86;272;85;1
87;399;85;1
88;403;85;3
89;276;85;2
91;388;85;2
92;386;85;2
94;32;85;1
97;10;85;1
99;13;85;1
104;158;85;1
106;44;85;1
107;145;85;1
108;76;85;2
113;211;85;1
115;225;85;1
116;206;85;1
117;219;85;4
118;432;85;1
119;432;85;3
124;431;85;1
2;143;86;12
3;134;86;17
4;143;86;12
5;131;86;13
6;317;86;16
7;109;86;20
8;138;86;1
11;132;86;1
12;122;86;1
13;91;86;1
17;105;86;1
19;104;86;1
21;111;86;1
22;98;86;1
24;87;86;1
25;106;86;10
26;247;86;2
28;263;86;1
31;29;86;2
35;142;86;1
36;344;86;2
41;338;86;2
45;224;86;1
46;327;86;2
47;87;86;1
51;355;86;1
52;83;86;1
55;329;86;1
58;196;86;1
60;203;86;1
61;180;86;5
63;299;86;1
66;236;86;1
67;248;86;2
68;246;86;2
70;248;86;1
72;249;86;1
78;278;86;12
79;252;86;14
81;413;86;1
87;399;86;3
88;403;86;2
89;276;86;1
91;388;86;1
92;386;86;7
93;18;86;1
94;32;86;1
95;14;86;1
104;158;86;1
105;159;86;1
107;145;86;1
109;70;86;2
110;69;86;1
114;219;86;1
115;225;86;5
117;219;86;1
119;432;86;4
120;433;86;2
122;431;86;1
123;431;86;1
124;431;86;1
1;113;87;2
2;143;87;5
3;134;87;14
4;143;87;18
5;131;87;13
6;317;87;14
7;109;87;14
8;138;87;1
9;133;87;1
10;123;87;3
11;132;87;4
12;122;87;3
15;110;87;2
20;112;87;2
24;87;87;4
25;106;87;11
26;247;87;1
28;263;87;3
29;315;87;1
32;132;87;1
33;354;87;2
34;143;87;1
37;132;87;2
38;327;87;1
40;331;87;2
42;342;87;2
43;365;87;1
44;282;87;2
45;224;87;4
46;327;87;2
51;355;87;1
52;83;87;1
55;329;87;1
57;186;87;1
59;183;87;1
60;203;87;2
61;180;87;3
62;190;87;1
64;173;87;1
65;236;87;1
67;248;87;1
68;246;87;1
71;253;87;1
78;278;87;8
79;252;87;10
85;419;87;1
87;399;87;1
88;403;87;2
89;276;87;3
90;376;87;1
91;388;87;2
99;13;87;1
104;158;87;1
108;76;87;1
109;70;87;1
110;69;87;1
111;67;87;1
115;225;87;4
116;206;87;3
117;219;87;2
119;432;87;4
121;431;87;1
122;431;87;4
2;143;88;14
3;134;88;13
4;143;88;11
5;131;88;20
6;317;88;10
7;109;88;9
10;123;88;3
12;122;88;2
13;91;88;1
16;113;88;1
21;111;88;2
22;98;88;1
25;106;88;12
29;315;88;1
32;132;88;1
35;142;88;1
37;132;88;3
38;327;88;2
43;365;88;1
44;282;88;1
47;87;88;1
51;355;88;1
52;83;88;1
57;186;88;2
58;196;88;1
59;183;88;1
60;203;88;3
61;180;88;3
63;299;88;1
66;236;88;1
68;246;88;2
72;249;88;1
78;278;88;15
79;252;88;15
80;111;88;1
82;275;88;1
84;424;88;2
87;399;88;1
89;276;88;4
91;388;88;3
92;386;88;2
93;18;88;1
96;28;88;1
97;10;88;1
101;20;88;1
106;44;88;1
107;145;88;1
111;67;88;2
115;225;88;1
116;206;88;1
119;432;88;1
120;433;88;1
125;431;88;1
2;143;89;6
3;134;89;13
4;143;89;15
5;131;89;10
6;317;89;15
7;109;89;12
11;132;89;3
13;91;89;2
20;112;89;1
22;98;89;1
24;87;89;2
25;106;89;13
27;94;89;1
32;132;89;2
36;344;89;2
37;132;89;1
41;338;89;1
42;342;89;2
43;365;89;1
44;282;89;2
45;224;89;1
46;327;89;1
53;85;89;1
54;329;89;1
55;329;89;1
56;119;89;1
58;196;89;1
59;183;89;1
60;203;89;1
61;180;89;1
63;299;89;1
67;248;89;1
71;253;89;1
78;278;89;16
79;252;89;13
80;111;89;1
81;413;89;1
85;419;89;2
87;399;89;1
89;276;89;1
90;376;89;1
91;388;89;1
92;386;89;2
100;4;89;2
102;8;89;1
108;76;89;1
111;67;89;1
116;206;89;2
119;432;89;2
120;433;89;3
122;431;89;1
123;431;89;1
2;143;90;8
3;134;90;21
4;143;90;14
5;131;90;17
6;317;90;9
7;109;90;15
10;123;90;2
11;132;90;4
13;91;90;2
20;112;90;1
22;98;90;1
23;94;90;3
24;87;90;1
25;106;90;11
30;247;90;1
37;132;90;3
39;332;90;1
42;342;90;1
44;282;90;2
45;224;90;1
46;327;90;2
58;196;90;1
61;180;90;2
70;248;90;2
75;261;90;1
77;248;90;1
78;278;90;6
79;252;90;16
80;111;90;1
85;419;90;1
87;399;90;1
88;403;90;2
91;388;90;1
92;386;90;2
93;18;90;1
94;32;90;1
95;14;90;1
97;10;90;1
99;13;90;1
104;158;90;1
109;70;90;1
115;225;90;2
116;206;90;1
117;219;90;1
120;433;90;2
2;143;91;5
3;134;91;2
4;143;91;1
5;131;91;4
6;317;91;3
7;109;91;3
10;123;91;1
12;122;91;1
25;106;91;4
41;338;91;1
43;365;91;1
44;282;91;1
50;334;91;1
59;183;91;1
78;278;91;1
79;252;91;6
88;403;91;1
93;18;91;1
112;56;91;1
115;225;91;2
124;431;91;1
2;143;92;3
3;134;92;2
4;143;92;6
5;131;92;3
6;317;92;3
9;133;92;1
11;132;92;1
18;115;92;1
25;106;92;2
37;132;92;1
46;327;92;1
60;203;92;1
78;278;92;1
79;252;92;6
108;76;92;1
116;206;92;2
117;219;92;1
119;432;92;1
120;433;92;1
2;143;93;1
3;134;93;7
4;143;93;4
5;131;93;1
6;317;93;3
7;109;93;2
12;122;93;1
18;115;93;1
23;94;93;1
25;106;93;3
28;263;93;1
36;344;93;1
44;282;93;2
61;180;93;1
62;190;93;1
79;252;93;3
87;399;93;1
89;276;93;1
96;28;93;1
115;225;93;1
117;219;93;2
2;143;94;1
3;134;94;1
4;143;94;2
5;131;94;1
29;315;94;1
49;116;94;1
79;252;94;1
5;131;95;2
6;317;95;1
7;109;95;2
16;113;95;1
25;106;95;1
59;183;95;1
79;252;95;1
119;432;95;1
4;143;96;1
5;131;96;1
7;109;96;1
44;282;96;1
59;183;96;1
62;190;96;1
78;278;96;1
79;252;96;1
117;219;96;1
5;131;97;2
52;83;97;1
53;85;97;1
59;183;97;1
94;32;97;1
116;206;97;1
6;317;98;1
116;206;98;1
30;247;99;1
33;354;99;1
97;10;99;1
4;143;100;2
6;317;100;1
10;123;100;1
25;106;100;1
66;236;100;1
79;252;100;1
88;403;100;1
116;206;100;1
2;143;101;6
3;134;101;7
4;143;101;13
5;131;101;7
6;317;101;4
7;109;101;3
10;123;101;1
12;122;101;2
24;87;101;1
25;106;101;8
41;338;101;1
45;224;101;1
46;327;101;3
47;87;101;1
60;203;101;1
61;180;101;1
65;236;101;1
66;236;101;1
69;263;101;1
77;248;101;1
78;278;101;5
79;252;101;10
82;275;101;1
83;407;101;1
87;399;101;1
88;403;101;1
89;276;101;1
91;388;101;1
92;386;101;1
103;39;101;1
107;145;101;1
109;70;101;1
114;219;101;1
117;219;101;2
120;433;101;2
2;143;102;11
3;134;102;7
4;143;102;6
5;131;102;14
6;317;102;8
